 

stn;time;rti150yx
GAD;1924;19240813
GAD;1925;19250215
GAD;1926;19260307
GAD;1927;19270710
GAD;1928;19281022
GAD;1929;19291019
GAD;1930;19300718
GAD;1931;19310304
GAD;1932;19321026
GAD;1933;19330621
GAD;1934;19340909
GAD;1935;19351028
GAD;1936;19361203
GAD;1937;19370801
GAD;1938;19380813
GAD;1939;19391117
GAD;1940;19400219
GAD;1941;19410812
GAD;1942;19421031
GAD;1943;19430401
GAD;1944;19441107
GAD;1945;19450205
GAD;1946;19460613
GAD;1947;19471110
GAD;1948;19480706
GAD;1949;19491217
GAD;1950;19501116
GAD;1951;19510527
GAD;1952;19521004
GAD;1953;19530625
GAD;1954;19540821
GAD;1955;19550208
GAD;1956;19560126
GAD;1957;19570224
GAD;1958;19580217
GAD;1959;19591028
GAD;1960;19600619
GAD;1961;19611211
GAD;1962;19621215
GAD;1963;19631007
GAD;1964;19640614
GAD;1965;19650822
GAD;1966;19660714
GAD;1967;19670531
GAD;1968;19681102
GAD;1969;19690711
GAD;1970;19700203
GAD;1971;19710606
GAD;1972;19721113
GAD;1973;19730620
GAD;1974;19740629
GAD;1975;19751120
GAD;1976;19760601
GAD;1977;19770731
GAD;1978;19780807
GAD;1979;19791106
GAD;1980;19801017
GAD;1981;19810718
GAD;1982;19820129
GAD;1983;19831223
GAD;1984;19840810
GAD;1985;19850508
GAD;1986;19860623
GAD;1987;19870615
GAD;1988;19881204
GAD;1989;19890404
GAD;1990;19900214
GAD;1991;19911221
GAD;1992;19920315
GAD;1993;19931002
GAD;1994;19940518
GAD;1995;19950204
GAD;1996;19960502
GAD;1997;19970705
GAD;1998;19980911
GAD;1999;19990521
GAD;2000;20000920
GAD;2001;20010409
GAD;2002;20020319
GAD;2003;20030617
GAD;2004;20040601
GAD;2005;20050822
GAD;2006;20060917
GAD;2007;20070808
GAD;2008;20080815
GAD;2009;20090717
GAD;2010;20100530
GAD;2011;20111009
GAD;2012;20120105
GAD;2013;20130531
GAD;2014;20140721
GAD;2015;20151120
GAD;2016;20160512
GAD;2017;20170318
GAD;2018;20180330
GAD;2019;20190113
GAD;2020;20201002
