 

stn;time;hns000y0
UET;1971;102
UET;1972;93
UET;1973;288
UET;1974;212
UET;1975;180
UET;1976;220
UET;1977;193
UET;1978;233
UET;1979;221
UET;1980;196
UET;1981;224
UET;1982;114
UET;1983;85
UET;1984;163
UET;1985;168
UET;1986;266
UET;1987;161
UET;1988;152
UET;1989;29
UET;1990;146
UET;1991;92
UET;1992;82
UET;1993;81
