 

stn;time;rsd300y0
LOT;1961;7
LOT;1962;6
LOT;1963;6
LOT;1964;6
LOT;1965;4
LOT;1966;10
LOT;1967;8
LOT;1968;8
LOT;1969;4
LOT;1970;9
LOT;1971;6
LOT;1972;9
LOT;1973;9
LOT;1974;10
LOT;1975;16
LOT;1976;10
LOT;1977;5
LOT;1978;5
LOT;1979;9
LOT;1980;7
LOT;1981;8
LOT;1982;6
LOT;1983;4
LOT;1984;8
LOT;1985;5
LOT;1986;11
LOT;1987;8
LOT;1988;8
LOT;1989;6
LOT;1990;14
LOT;1991;8
LOT;1992;7
LOT;1993;9
LOT;1994;7
LOT;1995;11
LOT;1996;6
LOT;1997;3
LOT;1998;8
LOT;1999;9
LOT;2000;5
LOT;2001;8
LOT;2002;13
LOT;2003;4
LOT;2004;5
LOT;2005;10
LOT;2006;8
LOT;2007;10
LOT;2008;12
LOT;2009;10
LOT;2010;10
LOT;2011;10
LOT;2012;12
LOT;2013;7
LOT;2014;9
LOT;2015;4
LOT;2016;9
LOT;2017;11
LOT;2018;3
LOT;2019;9
LOT;2020;5
