 

stn;time;fklnd3m0
IYPRU;201112;0
IYPRU;201201;0
IYPRU;201202;0
IYPRU;201203;0
IYPRU;201204;0
IYPRU;201205;0
IYPRU;201206;0
IYPRU;201207;0
IYPRU;201208;0
IYPRU;201209;0
IYPRU;201210;0
IYPRU;201211;0
IYPRU;201212;0
IYPRU;201301;0
IYPRU;201302;0
IYPRU;201303;0
IYPRU;201304;0
IYPRU;201305;0
IYPRU;201306;0
IYPRU;201307;0
IYPRU;201308;0
IYPRU;201309;0
IYPRU;201310;0
IYPRU;201311;0
IYPRU;201312;0
IYPRU;201401;0
IYPRU;201402;0
IYPRU;201403;0
IYPRU;201404;0
IYPRU;201405;0
IYPRU;201406;0
IYPRU;201407;0
IYPRU;201408;0
IYPRU;201409;0
IYPRU;201410;0
IYPRU;201411;0
IYPRU;201412;0
IYPRU;201501;0
IYPRU;201502;0
IYPRU;201503;0
IYPRU;201504;0
IYPRU;201505;1
IYPRU;201506;0
IYPRU;201507;0
IYPRU;201508;0
IYPRU;201509;0
IYPRU;201510;0
IYPRU;201511;0
IYPRU;201512;0
IYPRU;201601;0
IYPRU;201602;0
IYPRU;201603;0
IYPRU;201604;0
IYPRU;201605;0
IYPRU;201606;0
IYPRU;201607;0
IYPRU;201608;0
IYPRU;201609;0
IYPRU;201610;0
IYPRU;201611;0
