 

stn;time;rhs150m0
THU;187506;119.7
THU;187507;156.3
THU;187508;115.0
THU;187509;46.6
THU;187510;81.7
THU;187511;69.2
THU;187512;5.9
THU;187601;26.7
THU;187602;78.9
THU;187603;137.9
THU;187604;92.6
THU;187605;66.7
THU;187606;231.5
THU;187607;50.0
THU;187608;101.3
THU;187609;96.3
THU;187610;5.7
THU;187611;65.9
THU;187612;34.5
THU;187701;25.2
THU;187702;49.6
THU;187703;74.7
THU;187704;110.5
THU;187705;138.4
THU;187706;62.6
THU;187707;109.4
THU;187708;105.4
THU;187709;37.8
THU;187710;27.7
THU;187711;55.9
THU;187712;52.5
THU;187801;26.1
THU;187802;14.6
THU;187803;34.2
THU;187804;117.7
THU;187805;86.6
THU;187806;132.4
THU;187807;174.8
THU;187808;141.8
THU;187809;65.5
THU;187810;60.6
THU;187811;37.3
THU;187812;58.2
THU;187901;46.1
THU;187902;69.7
THU;187903;13.7
THU;187904;87.4
THU;187905;100.7
THU;187906;92.9
THU;187907;119.8
THU;187908;121.9
THU;187909;95.2
THU;187910;56.4
THU;187911;75.8
THU;187912;18.4
THU;188001;13.3
THU;188002;21.2
THU;188003;9.8
THU;188004;78.2
THU;188005;87.0
THU;188006;98.9
THU;188007;106.7
THU;188008;102.6
THU;188009;47.0
THU;188010;111.1
THU;188011;33.1
THU;188012;55.9
THU;188101;36.1
THU;188102;19.7
THU;188103;40.9
THU;188104;96.5
THU;188105;113.2
THU;188106;179.7
THU;188107;66.9
THU;188108;206.4
THU;188109;189.2
THU;188110;57.7
THU;188111;19.9
THU;188112;25.2
THU;188201;11.0
THU;188202;13.8
THU;188203;27.3
THU;188204;71.3
THU;188205;112.2
THU;188206;131.8
THU;188207;96.3
THU;188208;106.9
THU;188209;225.0
THU;188210;122.5
THU;188211;102.4
THU;188212;64.5
THU;188301;20.8
THU;188302;49.9
THU;188303;24.9
THU;188304;42.7
THU;188305;123.7
THU;188306;108.7
THU;188307;97.0
THU;188308;70.8
THU;188309;87.7
THU;188310;77.4
THU;188311;69.7
THU;188312;33.5
THU;188401;16.9
THU;188402;33.5
THU;188403;11.3
THU;188404;53.3
THU;188405;90.8
THU;188406;136.5
THU;188407;188.4
THU;188408;138.1
THU;188409;100.8
THU;188410;20.6
THU;188411;4.7
THU;188412;38.8
THU;188501;3.5
THU;188502;66.7
THU;188503;24.4
THU;188504;41.0
THU;188505;91.4
THU;188506;84.3
THU;188507;59.5
THU;188508;96.6
THU;188509;114.7
THU;188510;94.5
THU;188511;31.3
THU;188512;43.5
THU;188601;33.8
THU;188602;19.0
THU;188603;21.4
THU;188604;51.0
THU;188605;54.4
THU;188606;145.9
THU;188607;93.4
THU;188608;214.9
THU;188609;72.5
THU;188610;75.3
THU;188611;38.4
THU;188612;63.6
THU;188701;3.2
THU;188702;4.5
THU;188703;91.7
THU;188704;39.5
THU;188705;96.2
THU;188706;34.3
THU;188707;101.1
THU;188708;127.2
THU;188709;46.6
THU;188710;46.2
THU;188711;37.4
THU;188712;51.1
THU;188801;8.1
THU;188802;42.6
THU;188803;40.8
THU;188804;85.3
THU;188805;73.4
THU;188806;109.6
THU;188807;128.3
THU;188808;169.5
THU;188809;127.3
THU;188810;56.0
THU;188811;33.5
THU;188812;3.9
THU;188901;16.9
THU;188902;52.3
THU;188903;24.7
THU;188904;48.4
THU;188905;104.6
THU;188906;177.7
THU;188907;111.5
THU;188908;69.0
THU;188909;65.0
THU;188910;119.3
THU;188911;36.1
THU;188912;22.6
THU;189001;39.2
THU;189002;5.5
THU;189003;21.9
THU;189004;66.1
THU;189005;82.9
THU;189006;116.6
THU;189007;124.6
THU;189008;202.1
THU;189009;25.1
THU;189010;79.1
THU;189011;37.0
THU;189012;9.5
THU;189101;10.8
THU;189102;1.4
THU;189103;50.7
THU;189104;74.2
THU;189105;64.8
THU;189106;113.6
THU;189107;191.0
THU;189108;88.1
THU;189109;102.5
THU;189110;93.7
THU;189111;65.2
THU;189112;48.0
THU;189201;61.5
THU;189202;23.4
THU;189203;20.8
THU;189204;40.4
THU;189205;25.0
THU;189206;139.5
THU;189207;101.9
THU;189208;51.0
THU;189209;110.4
THU;189210;67.4
THU;189211;40.0
