 

stn;time;hns000mx
HES;201608;0
HES;201609;0
HES;201610;0
HES;201611;1
HES;201612;2
HES;201701;12
HES;201702;3
HES;201703;1
HES;201704;30
HES;201705;0
HES;201706;0
HES;201707;0
HES;201708;0
HES;201709;0
HES;201710;0
HES;201711;8
HES;201712;13
HES;201801;1
HES;201802;5
HES;201803;8
HES;201804;0
HES;201805;0
HES;201806;0
HES;201807;0
HES;201808;0
HES;201809;0
HES;201810;0
HES;201811;2
HES;201812;5
HES;201901;19
HES;201902;22
HES;201903;1
HES;201904;0
HES;201905;20
HES;201906;0
HES;201907;0
HES;201908;0
HES;201909;0
HES;201910;0
HES;201911;0
HES;201912;0
HES;202001;0
HES;202002;4
HES;202003;-
HES;202004;0
HES;202005;0
HES;202006;0
HES;202007;0
HES;202008;0
HES;202009;0
HES;202010;0
HES;202011;0
HES;202012;9
HES;202101;58
HES;202102;11
HES;202103;6
