 

stn;time;rhh150yx
VIS;1981;7.1
VIS;1982;9.6
VIS;1983;7.8
VIS;1984;6.1
VIS;1985;6.9
VIS;1986;7.7
VIS;1987;7.6
VIS;1988;8.9
VIS;1989;6.9
VIS;1990;6.4
VIS;1991;12.5
VIS;1992;18.2
VIS;1993;8.3
VIS;1994;14.3
VIS;1995;6.5
VIS;1996;5.2
VIS;1997;6.0
VIS;1998;4.8
VIS;1999;12.0
VIS;2000;11.8
VIS;2001;10.7
VIS;2002;6.6
VIS;2003;7.9
VIS;2004;8.1
VIS;2005;8.1
VIS;2006;6.5
VIS;2007;9.4
VIS;2008;13.9
VIS;2009;11.1
VIS;2010;6.1
VIS;2011;16.4
VIS;2012;7.8
VIS;2013;6.6
VIS;2014;7.6
VIS;2015;31.6
VIS;2016;5.9
VIS;2017;9.3
VIS;2018;8.4
VIS;2019;13.1
VIS;2020;9.2
