 

stn;time;rzz150mx
TISON;201012;1.0
TISON;201101;0.6
TISON;201102;0.6
TISON;201103;1.2
TISON;201104;0.8
TISON;201105;3.4
TISON;201106;6.0
TISON;201107;21.6
TISON;201108;5.8
TISON;201109;6.6
TISON;201110;4.2
TISON;201111;2.2
TISON;201112;0.8
TISON;201201;1.2
TISON;201202;0.2
TISON;201203;1.8
TISON;201204;2.4
TISON;201205;1.8
TISON;201206;5.6
TISON;201207;11.6
TISON;201208;11.2
TISON;201209;14.0
TISON;201210;1.4
TISON;201211;1.8
TISON;201212;0.8
TISON;201301;0.8
TISON;201302;0.6
TISON;201303;0.8
TISON;201304;2.6
TISON;201305;5.0
TISON;201306;6.2
TISON;201307;7.8
TISON;201308;10.8
TISON;201309;8.0
TISON;201310;4.0
TISON;201311;1.4
TISON;201312;2.4
TISON;201401;1.2
TISON;201402;1.8
TISON;201403;1.0
TISON;201404;1.8
TISON;201405;6.6
TISON;201406;7.4
TISON;201407;7.0
TISON;201408;5.6
TISON;201409;2.6
TISON;201410;6.2
TISON;201411;1.8
TISON;201412;1.0
TISON;201501;1.4
TISON;201502;1.6
TISON;201503;0.6
TISON;201504;1.0
TISON;201505;3.8
TISON;201506;6.0
TISON;201507;6.2
TISON;201508;6.6
TISON;201509;15.6
TISON;201510;1.6
TISON;201511;0.2
TISON;201512;0.0
TISON;201601;1.2
TISON;201602;1.2
TISON;201603;1.4
TISON;201604;5.8
TISON;201605;7.8
TISON;201606;9.0
TISON;201607;7.2
TISON;201608;3.6
TISON;201609;3.6
TISON;201610;3.2
TISON;201611;1.8
TISON;201612;0.2
