 

stn;time;rre150y0
SAB;1996;1437.1
SAB;1997;1372.6
SAB;1998;1192.9
SAB;1999;1871.2
SAB;2000;1313.0
SAB;2001;1849.8
SAB;2002;1796.2
SAB;2003;1289.3
SAB;2004;1491.8
SAB;2005;1484.7
SAB;2006;1711.9
SAB;2007;1702.9
SAB;2008;1466.8
SAB;2009;1411.9
SAB;2010;1408.6
SAB;2011;1319.2
SAB;2012;1608.4
SAB;2013;1678.4
SAB;2014;1766.4
SAB;2015;1280.6
SAB;2016;1800.1
SAB;2017;1422.8
SAB;2018;1258.9
SAB;2019;1521.2
SAB;2020;1538.9
