 

stn;time;rti150yx
WIT;1883;18830713
WIT;1884;18840504
WIT;1885;18851129
WIT;1886;18860726
WIT;1887;18870323
WIT;1888;18881002
WIT;1889;18890214
WIT;1890;18900831
WIT;1891;18910625
WIT;1892;18920604
WIT;1893;18931102
WIT;1894;18940715
WIT;1895;18950605
WIT;1896;18960805
WIT;1897;18970906
WIT;1898;18980218
WIT;1899;18990807
WIT;1900;19001205
WIT;1901;19011208
WIT;1902;19020716
WIT;1903;19030913
WIT;1904;19040625
WIT;1905;19050805
WIT;1906;19060520
WIT;1907;19070310
WIT;1908;19080720
WIT;1909;19090709
WIT;1910;19100119
WIT;1911;19110515
WIT;1912;19120613
WIT;1913;19131112
WIT;1914;19140310
WIT;1915;19151105
WIT;1916;19160609
WIT;1917;19170813
WIT;1918;19180621
WIT;1919;19191223
WIT;1920;19200708
WIT;1921;19210811
WIT;1922;19220108
WIT;1923;19231013
WIT;1924;19240524
WIT;1925;19250804
WIT;1926;19260705
WIT;1927;19270710
WIT;1928;19280505
WIT;1929;19291019
WIT;1930;19300608
WIT;1931;19310815
WIT;1932;19320701
WIT;1933;19330707
WIT;1934;19340625
WIT;1935;19350425
