 

stn;time;rsd300y0
AND;1942;7
AND;1943;5
AND;1944;4
AND;1945;8
AND;1946;8
AND;1947;6
AND;1948;4
AND;1949;2
AND;1950;4
AND;1951;11
AND;1952;6
AND;1953;4
AND;1954;10
AND;1955;5
AND;1956;5
AND;1957;8
AND;1958;7
AND;1959;4
AND;1960;12
AND;1961;5
AND;1962;6
AND;1963;9
AND;1964;4
AND;1965;6
AND;1966;12
AND;1967;4
AND;1968;6
AND;1969;6
AND;1970;4
AND;1971;2
AND;1972;0
AND;1973;6
AND;1974;6
AND;1975;7
AND;1976;8
AND;1977;7
AND;1978;6
AND;1979;9
AND;1980;7
AND;1981;7
AND;1982;9
AND;1983;10
AND;1984;4
AND;1985;4
AND;1986;4
AND;1987;10
AND;1988;7
AND;1989;2
AND;1990;8
AND;1991;8
AND;1992;7
AND;1993;6
AND;1994;5
AND;1995;5
AND;1996;9
AND;1997;7
AND;1998;9
AND;1999;13
AND;2000;12
AND;2001;10
AND;2002;13
AND;2003;5
AND;2004;5
AND;2005;2
AND;2006;4
AND;2007;3
AND;2008;11
AND;2009;4
AND;2010;3
AND;2011;5
AND;2012;6
AND;2013;5
AND;2014;7
AND;2015;3
AND;2016;5
AND;2017;5
AND;2018;4
AND;2019;5
AND;2020;9
