 

stn;time;hns000y0
GOS;1960;416
GOS;1961;289
GOS;1962;621
GOS;1963;323
GOS;1964;319
GOS;1965;467
GOS;1966;680
GOS;1967;542
GOS;1968;882
GOS;1969;414
GOS;1970;751
GOS;1971;381
GOS;1972;305
GOS;1973;607
GOS;1974;683
GOS;1975;788
GOS;1976;453
GOS;1977;434
GOS;1978;615
GOS;1979;482
GOS;1980;542
GOS;1981;992
GOS;1982;429
GOS;1983;454
GOS;1984;443
GOS;1985;427
GOS;1986;770
GOS;1987;520
GOS;1988;707
GOS;1989;326
GOS;1990;509
GOS;1991;320
GOS;1992;441
GOS;1993;406
GOS;1994;340
GOS;1995;648
GOS;1996;397
GOS;1997;251
GOS;1998;360
GOS;1999;1087
GOS;2000;427
GOS;2001;356
GOS;2002;282
GOS;2003;472
GOS;2004;525
GOS;2005;445
GOS;2006;347
GOS;2007;348
GOS;2008;494
GOS;2009;583
GOS;2010;275
