 

stn;time;rzz150yx
CDF;1981;6.2
CDF;1982;26.8
CDF;1983;19.5
CDF;1984;5.5
CDF;1985;12.8
CDF;1986;14.4
CDF;1987;14.0
CDF;1988;10.7
CDF;1989;19.1
CDF;1990;7.7
CDF;1991;6.5
CDF;1992;10.0
CDF;1993;17.9
CDF;1994;10.9
CDF;1995;13.2
CDF;1996;9.8
CDF;1997;21.3
CDF;1998;6.3
CDF;1999;18.2
CDF;2000;5.1
CDF;2001;19.3
CDF;2002;19.2
CDF;2003;10.5
CDF;2004;10.1
CDF;2005;6.9
CDF;2006;8.0
CDF;2007;16.0
CDF;2008;11.1
CDF;2009;12.2
