 

stn;time;tre200y0
BEA;1864;5.8
BEA;1865;6.9
BEA;1866;6.7
BEA;1867;6.1
BEA;1868;6.7
BEA;1869;6.1
BEA;1870;5.5
BEA;1871;5.2
BEA;1872;6.8
BEA;1873;6.4
BEA;1874;5.8
BEA;1875;5.9
BEA;1876;6.4
BEA;1877;6.0
BEA;1878;5.4
BEA;1879;4.9
BEA;1880;6.7
BEA;1881;6.1
BEA;1882;6.3
BEA;1883;5.6
BEA;1884;6.5
BEA;1885;6.2
BEA;1886;5.8
BEA;1887;5.0
BEA;1888;5.5
BEA;1889;4.9
BEA;1890;5.3
BEA;1891;5.2
BEA;1892;6.0
BEA;1893;6.3
BEA;1894;6.0
BEA;1895;5.6
BEA;1896;5.1
BEA;1897;6.6
BEA;1898;7.0
BEA;1899;6.9
BEA;1900;6.4
BEA;1901;5.3
BEA;1902;5.6
BEA;1903;5.9
BEA;1904;6.4
BEA;1905;5.3
BEA;1906;5.7
BEA;1907;5.8
BEA;1908;5.9
BEA;1909;5.1
BEA;1910;5.6
BEA;1911;6.8
BEA;1912;5.6
BEA;1913;6.2
BEA;1914;5.6
BEA;1915;5.5
BEA;1916;6.0
BEA;1917;5.2
BEA;1918;6.3
BEA;1919;5.2
BEA;1920;6.8
BEA;1921;7.0
BEA;1922;5.3
BEA;1923;5.9
BEA;1924;5.6
BEA;1925;5.5
BEA;1926;6.5
BEA;1927;6.4
BEA;1928;6.6
BEA;1929;5.8
BEA;1930;6.5
BEA;1931;5.4
BEA;1932;5.9
BEA;1933;5.5
BEA;1934;6.6
BEA;1935;5.4
BEA;1936;6.0
BEA;1937;6.2
BEA;1938;6.0
BEA;1939;5.5
BEA;1940;5.1
BEA;1941;5.2
BEA;1942;5.9
BEA;1943;7.0
BEA;1944;5.6
BEA;1945;6.7
BEA;1946;6.4
BEA;1947;7.4
BEA;1948;6.9
BEA;1949;7.0
BEA;1950;6.6
BEA;1951;6.3
BEA;1952;6.0
BEA;1953;6.6
BEA;1954;5.4
BEA;1955;5.9
BEA;1956;4.6
BEA;1957;6.2
BEA;1958;6.4
BEA;1959;7.1
BEA;1960;6.0
