 

stn;time;tnd00xy0
WYN;1978;24
WYN;1979;15
WYN;1980;27
WYN;1981;28
WYN;1982;14
WYN;1983;20
WYN;1984;11
WYN;1985;37
WYN;1986;30
WYN;1987;31
WYN;1988;4
WYN;1989;18
WYN;1990;15
WYN;1991;30
WYN;1992;22
WYN;1993;18
WYN;1994;8
WYN;1995;21
WYN;1996;28
WYN;1997;17
WYN;1998;21
WYN;1999;21
WYN;2000;5
WYN;2001;13
WYN;2002;17
WYN;2003;20
WYN;2004;12
WYN;2005;29
WYN;2006;21
WYN;2007;18
WYN;2008;7
WYN;2009;22
WYN;2010;37
WYN;2011;10
WYN;2012;19
WYN;2013;21
WYN;2014;2
WYN;2015;6
WYN;2016;8
WYN;2017;17
WYN;2018;8
WYN;2019;4
WYN;2020;2
