 

stn;time;rre150yx
IYSMG;1980;40.7
IYSMG;1981;68.7
IYSMG;1982;49.0
IYSMG;1983;31.8
IYSMG;1984;40.0
IYSMG;1985;33.9
IYSMG;1986;47.4
IYSMG;1987;64.3
IYSMG;1988;34.9
IYSMG;1989;27.6
IYSMG;1990;62.1
IYSMG;1991;48.8
IYSMG;1992;40.4
IYSMG;1993;58.8
IYSMG;1994;45.4
IYSMG;1995;33.0
IYSMG;1996;55.4
IYSMG;1997;57.8
IYSMG;1998;45.2
IYSMG;1999;33.8
IYSMG;2000;45.6
IYSMG;2001;42.0
IYSMG;2002;59.2
IYSMG;2003;34.0
IYSMG;2004;43.6
IYSMG;2005;45.4
IYSMG;2006;27.4
IYSMG;2007;43.4
IYSMG;2008;48.8
IYSMG;2009;77.8
IYSMG;2010;35.7
IYSMG;2011;53.0
IYSMG;2012;62.7
IYSMG;2013;49.3
IYSMG;2014;53.9
IYSMG;2015;33.1
IYSMG;2016;44.4
IYSMG;2017;25.2
IYSMG;2018;61.4
IYSMG;2019;41.4
