 

stn;time;tnd00xy0
IYPRO;1953;217
IYPRO;1954;245
IYPRO;1955;233
IYPRO;1956;244
IYPRO;1957;238
IYPRO;1958;235
IYPRO;1959;233
IYPRO;1960;254
IYPRO;1961;226
IYPRO;1962;233
IYPRO;1963;224
IYPRO;1964;235
IYPRO;1965;249
IYPRO;1966;224
IYPRO;1967;226
IYPRO;1968;232
IYPRO;1969;236
IYPRO;1970;249
IYPRO;1971;237
IYPRO;1972;280
IYPRO;1973;264
IYPRO;1974;267
IYPRO;1975;259
IYPRO;1976;264
IYPRO;1977;236
IYPRO;1978;270
