 

stn;time;rzz150yx
PUY;1981;12.3
PUY;1982;9.7
PUY;1983;7.4
PUY;1984;8.6
PUY;1985;10.9
PUY;1986;7.4
PUY;1987;10.6
PUY;1988;20.2
PUY;1989;9.1
PUY;1990;7.8
PUY;1991;11.4
PUY;1992;15.7
PUY;1993;7.3
PUY;1994;12.2
PUY;1995;8.1
PUY;1996;10.2
PUY;1997;13.6
PUY;1998;9.0
PUY;1999;17.0
PUY;2000;7.0
PUY;2001;9.3
PUY;2002;8.6
PUY;2003;12.4
PUY;2004;7.4
PUY;2005;11.4
PUY;2006;16.1
PUY;2007;15.2
PUY;2008;7.1
PUY;2009;10.1
PUY;2010;9.0
PUY;2011;11.7
PUY;2012;13.4
PUY;2013;9.9
PUY;2014;16.0
