 

stn;time;rs1000y0
THS;1948;0
THS;1949;0
THS;1950;0
THS;1951;0
THS;1952;0
THS;1953;0
THS;1954;0
THS;1955;0
THS;1956;0
THS;1957;0
THS;1958;0
THS;1959;0
THS;1960;0
THS;1961;0
THS;1962;0
THS;1963;0
THS;1964;0
THS;1965;0
THS;1966;0
THS;1967;0
THS;1968;0
THS;1969;0
THS;1970;0
THS;1971;0
THS;1972;0
THS;1973;0
THS;1974;0
THS;1975;0
THS;1976;0
THS;1977;0
THS;1978;0
THS;1979;0
THS;1980;0
THS;1981;0
THS;1982;0
THS;1983;0
THS;1984;1
THS;1985;1
THS;1986;0
THS;1987;0
THS;1988;0
THS;1989;0
THS;1990;0
THS;1991;0
THS;1992;0
THS;1993;0
THS;1994;0
THS;1995;0
THS;1996;0
THS;1997;0
THS;1998;0
THS;1999;0
THS;2000;0
THS;2001;0
THS;2002;0
THS;2003;0
THS;2004;0
THS;2005;0
THS;2006;0
THS;2007;0
THS;2008;0
THS;2009;0
THS;2010;0
THS;2011;0
THS;2012;0
THS;2013;0
THS;2014;0
THS;2015;0
THS;2016;0
THS;2017;0
THS;2018;0
THS;2019;0
THS;2020;0
