 

stn;time;rre150m0
TDR;197001;105.2
TDR;197002;330.5
TDR;197003;111.3
TDR;197004;208.9
TDR;197005;114.6
TDR;197006;155.4
TDR;197007;172.4
TDR;197008;186.5
TDR;197009;97.9
TDR;197010;142.2
TDR;197011;176.8
TDR;197012;60.8
TDR;197101;78.4
TDR;197102;57.4
TDR;197103;61.6
TDR;197104;53.2
TDR;197105;60.2
TDR;197106;220.0
TDR;197107;82.5
TDR;197108;208.1
TDR;197109;52.1
TDR;197110;30.5
TDR;197111;159.4
TDR;197112;46.2
TDR;197201;36.5
TDR;197202;47.2
TDR;197203;74.9
TDR;197204;108.3
TDR;197205;116.0
TDR;197206;184.3
TDR;197207;84.2
TDR;197208;92.9
TDR;197209;33.6
TDR;197210;64.2
TDR;197211;270.5
TDR;197212;65.4
TDR;197301;64.5
TDR;197302;74.3
TDR;197303;22.2
TDR;197304;87.8
TDR;197305;142.8
TDR;197306;194.5
TDR;197307;161.0
TDR;197308;62.0
TDR;197309;81.7
TDR;197310;92.7
TDR;197311;143.0
TDR;197312;118.7
TDR;197401;70.0
TDR;197402;85.5
TDR;197403;102.7
TDR;197404;30.3
TDR;197405;105.9
TDR;197406;169.6
TDR;197407;81.5
TDR;197408;90.1
TDR;197409;185.9
TDR;197410;116.2
TDR;197411;184.4
TDR;197412;125.3
