 

stn;time;rsd300y0
SIA;1915;6
SIA;1916;10
SIA;1917;8
SIA;1918;5
SIA;1919;3
SIA;1920;8
SIA;1921;2
SIA;1922;6
SIA;1923;2
SIA;1924;7
SIA;1925;5
SIA;1926;7
SIA;1927;4
SIA;1928;7
SIA;1929;6
SIA;1930;0
SIA;1931;10
SIA;1932;3
SIA;1933;6
SIA;1934;6
SIA;1935;9
SIA;1936;5
SIA;1937;13
SIA;1938;4
SIA;1939;9
SIA;1940;10
SIA;1941;2
SIA;1942;5
SIA;1943;5
SIA;1944;6
SIA;1945;7
SIA;1946;6
SIA;1947;9
SIA;1948;7
SIA;1949;2
SIA;1950;4
SIA;1951;12
SIA;1952;10
SIA;1953;2
SIA;1954;13
SIA;1955;3
SIA;1956;4
SIA;1957;6
SIA;1958;8
SIA;1959;2
SIA;1960;12
SIA;1961;2
SIA;1962;3
SIA;1963;11
SIA;1964;2
SIA;1965;7
SIA;1966;12
SIA;1967;4
SIA;1968;7
SIA;1969;8
SIA;1970;4
SIA;1971;6
SIA;1972;3
SIA;1973;6
SIA;1974;4
SIA;1975;8
SIA;1976;9
SIA;1977;9
SIA;1978;6
SIA;1979;12
SIA;1980;7
SIA;1981;8
SIA;1982;7
SIA;1983;7
SIA;1984;5
SIA;1985;8
SIA;1986;1
SIA;1987;7
SIA;1988;6
SIA;1989;7
SIA;1990;7
SIA;1991;8
SIA;1992;8
SIA;1993;10
SIA;1994;7
SIA;1995;4
SIA;1996;8
SIA;1997;9
SIA;1998;6
SIA;1999;6
SIA;2000;16
SIA;2001;10
SIA;2002;10
SIA;2003;5
SIA;2004;3
SIA;2005;2
SIA;2006;2
SIA;2007;1
SIA;2008;10
SIA;2009;5
SIA;2010;5
SIA;2011;2
SIA;2012;6
