 

stn;time;rre150yx
AVE;1938;47.2
AVE;1939;40.0
AVE;1940;75.5
AVE;1941;20.2
AVE;1942;38.1
AVE;1943;24.8
AVE;1944;72.5
AVE;1945;39.6
AVE;1946;52.5
AVE;1947;34.0
AVE;1948;44.5
AVE;1949;42.2
AVE;1950;42.2
AVE;1951;33.5
AVE;1952;44.3
AVE;1953;33.3
AVE;1954;54.9
AVE;1955;41.4
AVE;1956;44.2
AVE;1957;40.2
AVE;1958;31.8
AVE;1959;47.6
AVE;1960;36.8
AVE;1961;50.2
AVE;1962;39.0
AVE;1963;58.6
AVE;1964;43.5
AVE;1965;55.5
AVE;1966;35.6
AVE;1967;67.0
AVE;1968;49.9
AVE;1969;67.0
AVE;1970;56.4
AVE;1971;40.0
AVE;1972;62.3
AVE;1973;35.5
AVE;1974;36.6
AVE;1975;44.5
AVE;1976;57.8
AVE;1977;42.5
AVE;1978;69.0
AVE;1979;62.0
AVE;1980;45.7
AVE;1981;66.0
AVE;1982;47.8
AVE;1983;48.2
AVE;1984;58.6
AVE;1985;49.6
AVE;1986;47.4
AVE;1987;101.0
AVE;1988;34.6
AVE;1989;25.8
AVE;1990;52.3
AVE;1991;76.0
AVE;1992;42.4
AVE;1993;37.7
AVE;1994;44.9
AVE;1995;32.6
AVE;1996;55.4
AVE;1997;49.8
AVE;1998;45.0
AVE;1999;51.5
AVE;2000;46.2
AVE;2001;41.1
AVE;2002;34.8
AVE;2003;32.1
AVE;2004;40.5
AVE;2005;57.2
AVE;2006;63.3
AVE;2007;78.0
AVE;2008;66.9
AVE;2009;47.5
AVE;2010;27.6
AVE;2011;36.2
AVE;2012;45.4
AVE;2013;43.5
AVE;2014;52.2
AVE;2015;43.5
AVE;2016;55.9
AVE;2017;88.3
AVE;2018;47.0
AVE;2019;49.1
AVE;2020;47.1
