 

stn;time;rti150yx
REH;1979;19790712
REH;1980;19800715
REH;1981;19810908
REH;1982;19821006
REH;1983;19830901
REH;1984;19841001
REH;1985;19850507
REH;1986;19860409
REH;1987;19870925
REH;1988;19880527
REH;1989;19890911
REH;1990;19900214
REH;1991;19910511
REH;1992;19920624
REH;1993;19930705
REH;1994;19940518
REH;1995;19950530
REH;1996;19960707
REH;1997;19970705
REH;1998;19981103
REH;1999;19990512
REH;2000;20000920
REH;2001;20010803
REH;2002;20020512
REH;2003;20030830
REH;2004;20040602
REH;2005;20050614
REH;2006;20060409
REH;2007;20070808
REH;2008;20080422
REH;2009;20090717
REH;2010;20100710
REH;2011;20110707
REH;2012;20120815
REH;2013;20130531
REH;2014;20140921
REH;2015;20150607
REH;2016;20160512
REH;2017;20170425
REH;2018;20180823
REH;2019;20190610
REH;2020;20200830
