 

stn;time;rre150yx
BIA;1900;101.2
BIA;1901;80.6
BIA;1902;112.8
BIA;1903;91.2
BIA;1904;73.1
BIA;1905;90.9
BIA;1906;104.2
BIA;1907;97.0
BIA;1908;138.2
BIA;1909;115.3
BIA;1910;55.6
BIA;1911;104.1
BIA;1912;98.9
BIA;1913;89.5
BIA;1914;161.1
BIA;1915;80.8
BIA;1916;86.3
BIA;1917;123.4
BIA;1918;121.1
BIA;1919;88.9
BIA;1920;112.3
BIA;1921;76.7
BIA;1922;152.1
BIA;1923;120.8
BIA;1924;117.5
BIA;1925;88.2
BIA;1926;107.3
BIA;1927;135.8
BIA;1928;129.1
BIA;1929;72.0
BIA;1930;142.3
BIA;1931;81.2
BIA;1932;78.2
