 

stn;time;tnd00xy0
DLERF;1951;11
DLERF;1952;28
DLERF;1953;27
DLERF;1954;35
DLERF;1955;39
DLERF;1956;47
DLERF;1957;10
DLERF;1958;13
DLERF;1959;27
DLERF;1960;30
DLERF;1961;22
DLERF;1962;39
DLERF;1963;77
DLERF;1964;43
DLERF;1965;38
DLERF;1966;30
DLERF;1967;20
DLERF;1968;40
DLERF;1969;64
DLERF;1970;41
DLERF;1971;25
DLERF;1972;31
DLERF;1973;22
DLERF;1974;4
DLERF;1975;10
DLERF;1976;33
DLERF;1977;17
DLERF;1978;36
DLERF;1979;39
DLERF;1980;39
DLERF;1981;41
DLERF;1982;24
DLERF;1983;28
DLERF;1984;19
DLERF;1985;55
DLERF;1986;44
DLERF;1987;59
DLERF;1988;11
DLERF;1989;9
DLERF;1990;13
DLERF;1991;29
DLERF;1992;23
DLERF;1993;39
DLERF;1994;17
DLERF;1995;36
DLERF;1996;62
DLERF;1997;22
DLERF;1998;31
DLERF;1999;19
DLERF;2000;9
DLERF;2001;26
DLERF;2002;24
DLERF;2003;30
DLERF;2004;18
DLERF;2005;32
DLERF;2006;35
DLERF;2007;15
DLERF;2008;14
DLERF;2009;33
DLERF;2010;72
DLERF;2011;19
DLERF;2012;25
DLERF;2013;44
DLERF;2014;13
DLERF;2015;6
