 

stn;time;rhs150d0
GOS;18950101;4.6
GOS;18950102;1.8
GOS;18950103;0.0
GOS;18950104;0.0
GOS;18950105;3.2
GOS;18950106;0.0
GOS;18950107;0.0
GOS;18950108;9.2
GOS;18950109;0.0
GOS;18950110;0.0
GOS;18950111;0.0
GOS;18950112;0.0
GOS;18950113;5.9
GOS;18950114;7.7
GOS;18950115;0.0
GOS;18950116;34.4
GOS;18950117;3.2
GOS;18950118;0.0
GOS;18950119;0.0
GOS;18950120;0.0
GOS;18950121;0.0
GOS;18950122;11.6
GOS;18950123;9.0
GOS;18950124;2.4
GOS;18950125;8.1
GOS;18950126;0.0
GOS;18950127;0.0
GOS;18950128;2.5
GOS;18950129;0.0
GOS;18950130;0.0
GOS;18950131;0.0
GOS;18950201;0.0
GOS;18950202;0.0
GOS;18950203;2.2
GOS;18950204;1.8
GOS;18950205;0.0
GOS;18950206;0.0
GOS;18950207;0.0
GOS;18950208;0.0
GOS;18950209;2.5
GOS;18950210;0.0
GOS;18950211;3.9
GOS;18950212;12.5
GOS;18950213;2.3
GOS;18950214;0.0
GOS;18950215;0.0
GOS;18950216;0.0
GOS;18950217;0.0
GOS;18950218;0.0
GOS;18950219;0.0
GOS;18950220;0.0
GOS;18950221;0.0
GOS;18950222;0.0
GOS;18950223;0.0
GOS;18950224;0.0
GOS;18950225;1.9
GOS;18950226;3.7
GOS;18950227;3.5
GOS;18950228;2.1
GOS;18950301;0.0
GOS;18950302;4.5
GOS;18950303;4.5
GOS;18950304;2.7
GOS;18950305;1.7
GOS;18950306;0.0
GOS;18950307;0.0
GOS;18950308;0.0
GOS;18950309;0.0
GOS;18950310;0.0
GOS;18950311;0.0
GOS;18950312;0.0
GOS;18950313;5.4
GOS;18950314;2.1
GOS;18950315;0.0
GOS;18950316;0.0
GOS;18950317;0.0
GOS;18950318;0.0
GOS;18950319;1.4
GOS;18950320;57.9
GOS;18950321;5.1
GOS;18950322;0.0
GOS;18950323;0.0
GOS;18950324;3.3
GOS;18950325;10.0
GOS;18950326;8.2
GOS;18950327;9.1
GOS;18950328;6.6
GOS;18950329;0.0
GOS;18950330;0.0
GOS;18950331;0.0
GOS;18950401;0.0
GOS;18950402;0.0
GOS;18950403;0.0
GOS;18950404;9.1
GOS;18950405;0.0
GOS;18950406;0.0
GOS;18950407;25.4
GOS;18950408;0.0
GOS;18950409;0.0
GOS;18950410;0.0
GOS;18950411;0.0
GOS;18950412;0.0
GOS;18950413;0.0
GOS;18950414;0.0
GOS;18950415;0.0
GOS;18950416;0.0
GOS;18950417;0.0
GOS;18950418;0.0
GOS;18950419;1.8
GOS;18950420;0.3
GOS;18950421;0.0
GOS;18950422;0.0
GOS;18950423;0.0
GOS;18950424;1.0
GOS;18950425;8.1
GOS;18950426;11.8
GOS;18950427;0.0
GOS;18950428;7.1
GOS;18950429;0.0
GOS;18950430;0.0
GOS;18950501;0.0
GOS;18950502;15.8
GOS;18950503;2.6
GOS;18950504;0.0
GOS;18950505;0.0
GOS;18950506;0.0
GOS;18950507;0.0
GOS;18950508;0.0
GOS;18950509;0.0
GOS;18950510;0.0
GOS;18950511;0.0
GOS;18950512;0.0
GOS;18950513;0.0
GOS;18950514;2.7
GOS;18950515;33.8
GOS;18950516;15.7
GOS;18950517;1.5
GOS;18950518;0.4
GOS;18950519;11.2
GOS;18950520;1.1
GOS;18950521;5.6
GOS;18950522;5.3
GOS;18950523;0.6
GOS;18950524;1.3
GOS;18950525;0.6
GOS;18950526;1.1
GOS;18950527;0.5
GOS;18950528;0.0
GOS;18950529;0.0
GOS;18950530;0.0
GOS;18950531;0.0
GOS;18950601;0.4
GOS;18950602;13.4
GOS;18950603;4.5
GOS;18950604;0.2
GOS;18950605;3.0
GOS;18950606;2.7
GOS;18950607;7.2
GOS;18950608;0.2
GOS;18950609;0.0
GOS;18950610;0.2
GOS;18950611;3.6
GOS;18950612;4.6
GOS;18950613;1.5
GOS;18950614;3.9
GOS;18950615;2.5
GOS;18950616;0.0
GOS;18950617;0.0
GOS;18950618;0.2
GOS;18950619;3.3
GOS;18950620;32.1
GOS;18950621;0.3
GOS;18950622;0.0
GOS;18950623;4.2
GOS;18950624;2.4
GOS;18950625;0.0
GOS;18950626;0.0
GOS;18950627;0.0
GOS;18950628;0.0
GOS;18950629;12.7
GOS;18950630;0.0
GOS;18950701;1.3
GOS;18950702;0.0
GOS;18950703;0.0
GOS;18950704;13.0
GOS;18950705;5.3
GOS;18950706;2.0
GOS;18950707;0.0
GOS;18950708;0.0
GOS;18950709;0.0
GOS;18950710;0.0
GOS;18950711;0.0
GOS;18950712;17.4
GOS;18950713;0.0
GOS;18950714;0.0
GOS;18950715;0.0
GOS;18950716;0.0
GOS;18950717;8.2
GOS;18950718;0.0
GOS;18950719;7.7
GOS;18950720;0.0
GOS;18950721;0.9
GOS;18950722;3.9
GOS;18950723;0.4
GOS;18950724;0.0
GOS;18950725;0.0
GOS;18950726;0.0
GOS;18950727;0.0
GOS;18950728;0.0
GOS;18950729;11.6
GOS;18950730;0.0
GOS;18950731;4.8
GOS;18950801;0.5
GOS;18950802;12.6
GOS;18950803;9.4
GOS;18950804;10.1
GOS;18950805;0.0
GOS;18950806;0.0
GOS;18950807;2.2
GOS;18950808;0.0
GOS;18950809;0.0
GOS;18950810;0.0
GOS;18950811;12.7
GOS;18950812;15.9
GOS;18950813;9.6
GOS;18950814;0.0
GOS;18950815;2.5
GOS;18950816;0.0
GOS;18950817;0.0
GOS;18950818;0.0
GOS;18950819;0.0
GOS;18950820;0.0
GOS;18950821;0.0
GOS;18950822;0.0
GOS;18950823;0.0
GOS;18950824;6.9
GOS;18950825;0.4
GOS;18950826;0.0
GOS;18950827;0.0
GOS;18950828;0.0
GOS;18950829;0.0
GOS;18950830;0.0
GOS;18950831;0.0
GOS;18950901;0.0
GOS;18950902;0.0
GOS;18950903;0.0
GOS;18950904;0.0
GOS;18950905;0.0
GOS;18950906;0.0
GOS;18950907;0.0
GOS;18950908;0.0
GOS;18950909;0.0
GOS;18950910;0.0
GOS;18950911;4.8
GOS;18950912;0.0
GOS;18950913;0.0
GOS;18950914;0.0
GOS;18950915;0.0
GOS;18950916;0.0
GOS;18950917;0.0
GOS;18950918;0.0
GOS;18950919;0.0
GOS;18950920;0.0
GOS;18950921;0.0
GOS;18950922;0.0
GOS;18950923;0.0
GOS;18950924;0.0
GOS;18950925;0.0
GOS;18950926;0.0
GOS;18950927;0.0
GOS;18950928;0.0
GOS;18950929;0.0
GOS;18950930;0.0
GOS;18951001;0.0
GOS;18951002;5.8
GOS;18951003;0.7
GOS;18951004;12.8
GOS;18951005;0.0
GOS;18951006;0.0
GOS;18951007;0.0
GOS;18951008;37.6
GOS;18951009;51.3
GOS;18951010;0.8
GOS;18951011;0.0
GOS;18951012;1.3
GOS;18951013;0.0
GOS;18951014;0.0
GOS;18951015;0.0
GOS;18951016;13.2
GOS;18951017;0.5
GOS;18951018;0.0
GOS;18951019;0.0
GOS;18951020;0.0
GOS;18951021;0.0
GOS;18951022;0.0
GOS;18951023;0.3
GOS;18951024;7.9
GOS;18951025;0.1
GOS;18951026;3.9
GOS;18951027;10.3
GOS;18951028;0.0
GOS;18951029;0.0
GOS;18951030;2.3
GOS;18951031;0.0
GOS;18951101;0.0
GOS;18951102;0.5
GOS;18951103;5.8
GOS;18951104;0.0
GOS;18951105;0.0
GOS;18951106;0.1
GOS;18951107;0.0
GOS;18951108;0.2
GOS;18951109;0.1
GOS;18951110;0.0
GOS;18951111;1.1
GOS;18951112;7.9
GOS;18951113;8.3
GOS;18951114;0.0
GOS;18951115;0.0
GOS;18951116;0.0
GOS;18951117;0.0
GOS;18951118;0.0
GOS;18951119;0.0
GOS;18951120;0.0
GOS;18951121;0.0
GOS;18951122;1.5
GOS;18951123;0.0
GOS;18951124;0.0
GOS;18951125;0.0
GOS;18951126;0.0
GOS;18951127;0.0
GOS;18951128;0.0
GOS;18951129;2.7
GOS;18951130;0.9
GOS;18951201;2.8
GOS;18951202;0.0
GOS;18951203;0.0
GOS;18951204;7.2
GOS;18951205;5.9
GOS;18951206;29.4
GOS;18951207;29.3
GOS;18951208;0.0
GOS;18951209;0.0
GOS;18951210;0.0
GOS;18951211;0.0
GOS;18951212;0.0
GOS;18951213;22.9
GOS;18951214;29.1
GOS;18951215;5.9
GOS;18951216;2.7
GOS;18951217;0.0
GOS;18951218;0.0
GOS;18951219;3.2
GOS;18951220;0.0
GOS;18951221;0.0
GOS;18951222;0.0
GOS;18951223;0.0
GOS;18951224;0.0
GOS;18951225;0.0
GOS;18951226;0.0
GOS;18951227;0.0
GOS;18951228;0.0
GOS;18951229;19.1
GOS;18951230;32.3
GOS;18951231;20.6
GOS;18960101;0.0
GOS;18960102;0.0
GOS;18960103;0.0
GOS;18960104;0.0
GOS;18960105;0.0
GOS;18960106;0.0
GOS;18960107;0.0
GOS;18960108;4.6
GOS;18960109;0.0
GOS;18960110;0.0
GOS;18960111;0.0
GOS;18960112;0.0
GOS;18960113;0.0
GOS;18960114;14.1
GOS;18960115;14.4
GOS;18960116;19.5
GOS;18960117;0.0
GOS;18960118;0.0
GOS;18960119;0.0
GOS;18960120;0.0
GOS;18960121;0.0
GOS;18960122;0.0
GOS;18960123;0.0
GOS;18960124;0.0
GOS;18960125;0.0
GOS;18960126;0.0
GOS;18960127;0.0
GOS;18960128;0.0
GOS;18960129;0.0
GOS;18960130;0.0
GOS;18960131;0.0
GOS;18960201;0.0
GOS;18960202;0.0
GOS;18960203;0.0
GOS;18960204;0.0
GOS;18960205;0.0
GOS;18960206;0.0
GOS;18960207;0.0
GOS;18960208;0.0
GOS;18960209;0.0
GOS;18960210;0.0
GOS;18960211;0.0
GOS;18960212;0.0
GOS;18960213;0.0
GOS;18960214;0.0
GOS;18960215;0.0
GOS;18960216;0.0
GOS;18960217;0.0
GOS;18960218;0.0
GOS;18960219;0.0
GOS;18960220;0.0
GOS;18960221;0.0
GOS;18960222;0.0
GOS;18960223;0.0
GOS;18960224;5.5
GOS;18960225;14.4
GOS;18960226;2.9
GOS;18960227;0.0
GOS;18960228;11.1
GOS;18960229;37.3
GOS;18960301;0.0
GOS;18960302;5.9
GOS;18960303;0.0
GOS;18960304;3.9
GOS;18960305;1.7
GOS;18960306;0.0
GOS;18960307;66.1
GOS;18960308;78.8
GOS;18960309;38.9
GOS;18960310;9.3
GOS;18960311;0.0
GOS;18960312;3.8
GOS;18960313;9.1
GOS;18960314;0.0
GOS;18960315;0.0
GOS;18960316;0.0
GOS;18960317;0.0
GOS;18960318;0.0
GOS;18960319;0.0
GOS;18960320;0.0
GOS;18960321;0.0
GOS;18960322;0.0
GOS;18960323;0.0
GOS;18960324;0.0
GOS;18960325;0.0
GOS;18960326;8.9
GOS;18960327;11.6
GOS;18960328;5.3
GOS;18960329;4.6
GOS;18960330;2.0
GOS;18960331;3.2
GOS;18960401;1.1
GOS;18960402;6.4
GOS;18960403;0.0
GOS;18960404;0.7
GOS;18960405;0.0
GOS;18960406;1.4
GOS;18960407;0.9
GOS;18960408;13.5
GOS;18960409;0.0
GOS;18960410;10.0
GOS;18960411;14.4
GOS;18960412;18.1
GOS;18960413;14.0
GOS;18960414;1.9
GOS;18960415;6.3
GOS;18960416;0.1
GOS;18960417;7.5
GOS;18960418;3.4
GOS;18960419;26.4
GOS;18960420;0.0
GOS;18960421;0.0
GOS;18960422;0.0
GOS;18960423;10.4
GOS;18960424;0.0
GOS;18960425;0.0
GOS;18960426;0.0
GOS;18960427;0.0
GOS;18960428;0.0
GOS;18960429;2.4
GOS;18960430;23.6
GOS;18960501;15.8
GOS;18960502;6.2
GOS;18960503;0.6
GOS;18960504;0.0
GOS;18960505;3.6
GOS;18960506;0.0
GOS;18960507;1.6
GOS;18960508;0.0
GOS;18960509;0.0
GOS;18960510;0.0
GOS;18960511;0.0
GOS;18960512;0.0
GOS;18960513;0.3
GOS;18960514;0.0
GOS;18960515;2.7
GOS;18960516;0.9
GOS;18960517;0.0
GOS;18960518;0.0
GOS;18960519;0.0
