 

stn;time;rre150yx
SIM;1961;152.3
SIM;1962;70.0
SIM;1963;65.5
SIM;1964;137.3
SIM;1965;86.6
SIM;1966;75.6
SIM;1967;33.5
SIM;1968;157.2
SIM;1969;71.4
SIM;1970;75.8
SIM;1971;103.6
SIM;1972;76.0
SIM;1973;70.5
SIM;1974;42.3
SIM;1975;81.3
SIM;1976;93.4
SIM;1977;206.0
SIM;1978;75.3
SIM;1979;133.4
SIM;1980;97.6
SIM;1981;136.8
SIM;1982;47.1
SIM;1983;51.9
SIM;1984;70.8
SIM;1985;111.9
SIM;1986;98.6
SIM;1987;160.3
SIM;1988;82.0
SIM;1989;106.7
SIM;1990;92.1
SIM;1991;123.5
SIM;1992;84.3
SIM;1993;182.2
SIM;1994;113.9
SIM;1995;128.5
SIM;1996;84.9
SIM;1997;67.2
SIM;1998;53.6
SIM;1999;108.1
SIM;2000;248.2
SIM;2001;50.8
SIM;2002;99.6
SIM;2003;78.0
SIM;2004;180.2
SIM;2005;83.3
SIM;2006;89.1
SIM;2007;90.0
SIM;2008;116.6
SIM;2009;150.6
SIM;2010;79.7
SIM;2011;68.6
SIM;2012;61.7
SIM;2013;80.4
SIM;2014;112.2
SIM;2015;68.9
SIM;2016;55.7
SIM;2017;68.2
SIM;2018;115.9
SIM;2019;85.4
SIM;2020;227.4
