 

stn;time;rti150yx
RUE;1983;19830627
RUE;1984;19840530
RUE;1985;19850706
RUE;1986;19860507
RUE;1987;19870926
RUE;1988;19880606
RUE;1989;19890701
RUE;1990;19900729
RUE;1991;19910616
RUE;1992;19920403
RUE;1993;19930705
RUE;1994;19940518
RUE;1995;19951116
RUE;1996;19960707
RUE;1997;19970621
RUE;1998;19980727
RUE;1999;19990219
RUE;2000;20000703
RUE;2001;20010627
RUE;2002;20021102
RUE;2003;20030830
RUE;2004;20040602
RUE;2005;20050629
RUE;2006;20060917
RUE;2007;20070808
RUE;2008;20080913
RUE;2009;20090714
RUE;2010;20100827
RUE;2011;20111231
RUE;2012;20121128
RUE;2013;20130729
RUE;2014;20140720
RUE;2015;20150501
RUE;2016;20160512
RUE;2017;20171111
RUE;2018;20180823
RUE;2019;20190728
RUE;2020;20200816
