 

stn;time;rre150yx
SIO;1958;30.8
SIO;1959;41.5
SIO;1960;50.0
SIO;1961;29.8
SIO;1962;37.8
SIO;1963;50.4
SIO;1964;27.4
SIO;1965;40.0
SIO;1966;45.6
SIO;1967;32.3
SIO;1968;67.5
SIO;1969;45.3
SIO;1970;56.6
SIO;1971;52.1
SIO;1972;35.3
SIO;1973;31.1
SIO;1974;33.5
SIO;1975;20.8
SIO;1976;43.0
SIO;1977;43.5
SIO;1978;50.6
SIO;1979;36.8
SIO;1980;46.1
SIO;1981;28.2
SIO;1982;31.9
SIO;1983;48.5
SIO;1984;29.7
SIO;1985;48.0
SIO;1986;42.3
SIO;1987;27.9
SIO;1988;40.9
SIO;1989;26.9
SIO;1990;79.3
SIO;1991;47.0
SIO;1992;47.5
SIO;1993;32.8
SIO;1994;26.2
SIO;1995;33.2
SIO;1996;45.1
SIO;1997;40.4
SIO;1998;30.8
SIO;1999;32.5
SIO;2000;45.1
SIO;2001;39.1
SIO;2002;44.5
SIO;2003;29.4
SIO;2004;38.1
SIO;2005;33.2
SIO;2006;31.2
SIO;2007;41.1
SIO;2008;22.0
SIO;2009;28.5
SIO;2010;30.3
SIO;2011;46.4
SIO;2012;30.6
SIO;2013;34.8
SIO;2014;30.4
SIO;2015;49.0
SIO;2016;26.3
SIO;2017;44.3
SIO;2018;57.9
SIO;2019;37.4
SIO;2020;31.9
