 

stn;time;rhs150d0
SAM;18640101;0.0
SAM;18640102;1.0
SAM;18640103;0.0
SAM;18640104;0.0
SAM;18640105;0.0
SAM;18640106;0.0
SAM;18640107;0.0
SAM;18640108;0.0
SAM;18640109;0.0
SAM;18640110;0.0
SAM;18640111;0.0
SAM;18640112;0.0
SAM;18640113;0.0
SAM;18640114;0.0
SAM;18640115;0.0
SAM;18640116;0.0
SAM;18640117;0.0
SAM;18640118;0.0
SAM;18640119;0.0
SAM;18640120;0.0
SAM;18640121;0.0
SAM;18640122;0.0
SAM;18640123;0.0
SAM;18640124;0.0
SAM;18640125;0.0
SAM;18640126;0.0
SAM;18640127;0.0
SAM;18640128;0.0
SAM;18640129;1.6
SAM;18640130;0.0
SAM;18640131;0.0
SAM;18640201;0.0
SAM;18640202;0.0
SAM;18640203;0.0
SAM;18640204;0.0
SAM;18640205;1.1
SAM;18640206;2.7
SAM;18640207;2.5
SAM;18640208;0.0
SAM;18640209;0.0
SAM;18640210;0.0
SAM;18640211;0.0
SAM;18640212;0.0
SAM;18640213;0.0
SAM;18640214;0.0
SAM;18640215;0.0
SAM;18640216;0.0
SAM;18640217;0.0
SAM;18640218;0.6
SAM;18640219;0.0
SAM;18640220;0.0
SAM;18640221;4.7
SAM;18640222;2.2
SAM;18640223;0.6
SAM;18640224;0.0
SAM;18640225;0.0
SAM;18640226;0.0
SAM;18640227;0.0
SAM;18640228;0.0
SAM;18640229;0.0
SAM;18640301;0.3
SAM;18640302;0.0
SAM;18640303;0.0
SAM;18640304;0.0
SAM;18640305;1.9
SAM;18640306;0.0
SAM;18640307;0.0
SAM;18640308;0.0
SAM;18640309;0.0
SAM;18640310;11.2
SAM;18640311;0.0
SAM;18640312;0.0
SAM;18640313;0.0
SAM;18640314;0.0
SAM;18640315;0.0
SAM;18640316;0.0
SAM;18640317;0.0
SAM;18640318;0.0
SAM;18640319;0.0
SAM;18640320;0.0
SAM;18640321;0.0
SAM;18640322;0.0
SAM;18640323;0.1
SAM;18640324;0.0
SAM;18640325;0.0
SAM;18640326;2.3
SAM;18640327;1.7
SAM;18640328;0.5
SAM;18640329;0.0
SAM;18640330;1.2
SAM;18640331;0.0
SAM;18640401;0.0
SAM;18640402;1.4
SAM;18640403;5.5
SAM;18640404;0.0
SAM;18640405;2.8
SAM;18640406;0.0
SAM;18640407;0.0
SAM;18640408;0.0
SAM;18640409;0.0
SAM;18640410;0.0
SAM;18640411;0.0
SAM;18640412;0.0
SAM;18640413;0.0
SAM;18640414;0.0
SAM;18640415;0.0
SAM;18640416;9.9
SAM;18640417;0.0
SAM;18640418;0.0
SAM;18640419;0.0
SAM;18640420;0.0
SAM;18640421;0.0
SAM;18640422;0.0
SAM;18640423;0.0
SAM;18640424;0.0
SAM;18640425;0.0
SAM;18640426;0.0
SAM;18640427;0.0
SAM;18640428;5.8
SAM;18640429;0.0
SAM;18640430;0.0
SAM;18640501;0.0
SAM;18640502;0.0
SAM;18640503;9.5
SAM;18640504;14.8
SAM;18640505;0.0
SAM;18640506;0.0
SAM;18640507;0.0
SAM;18640508;0.0
SAM;18640509;1.9
SAM;18640510;0.0
SAM;18640511;1.5
SAM;18640512;9.1
SAM;18640513;3.4
SAM;18640514;0.0
SAM;18640515;2.4
SAM;18640516;0.0
SAM;18640517;0.0
SAM;18640518;0.0
SAM;18640519;0.0
SAM;18640520;0.0
SAM;18640521;0.0
SAM;18640522;0.0
SAM;18640523;0.0
SAM;18640524;0.0
SAM;18640525;0.0
SAM;18640526;0.0
SAM;18640527;0.0
SAM;18640528;0.0
SAM;18640529;0.2
SAM;18640530;0.3
SAM;18640531;0.8
SAM;18640601;0.3
SAM;18640602;6.0
SAM;18640603;0.0
SAM;18640604;3.2
SAM;18640605;2.0
SAM;18640606;0.0
SAM;18640607;1.9
SAM;18640608;0.0
SAM;18640609;7.4
SAM;18640610;2.6
SAM;18640611;0.0
SAM;18640612;0.0
SAM;18640613;0.0
SAM;18640614;41.9
SAM;18640615;7.4
SAM;18640616;0.0
SAM;18640617;8.4
SAM;18640618;0.0
SAM;18640619;0.5
SAM;18640620;0.0
SAM;18640621;0.0
SAM;18640622;0.0
SAM;18640623;2.5
SAM;18640624;0.0
SAM;18640625;0.0
SAM;18640626;1.7
SAM;18640627;9.1
SAM;18640628;0.0
SAM;18640629;0.0
SAM;18640630;3.5
SAM;18640701;0.6
SAM;18640702;0.0
SAM;18640703;0.2
SAM;18640704;18.5
SAM;18640705;0.0
SAM;18640706;0.0
SAM;18640707;0.0
SAM;18640708;0.0
SAM;18640709;0.0
SAM;18640710;1.2
SAM;18640711;0.0
SAM;18640712;0.0
SAM;18640713;9.3
SAM;18640714;0.5
SAM;18640715;0.0
SAM;18640716;0.0
SAM;18640717;16.7
SAM;18640718;1.8
SAM;18640719;4.2
SAM;18640720;0.0
SAM;18640721;0.0
SAM;18640722;1.3
SAM;18640723;0.8
SAM;18640724;0.0
SAM;18640725;7.6
SAM;18640726;4.2
SAM;18640727;0.0
SAM;18640728;1.4
SAM;18640729;0.0
SAM;18640730;0.0
SAM;18640731;0.0
SAM;18640801;0.0
SAM;18640802;18.0
SAM;18640803;0.0
SAM;18640804;0.0
SAM;18640805;0.0
SAM;18640806;0.0
SAM;18640807;0.0
SAM;18640808;0.0
SAM;18640809;6.5
SAM;18640810;0.4
SAM;18640811;0.4
SAM;18640812;0.0
SAM;18640813;0.0
SAM;18640814;0.0
SAM;18640815;0.0
SAM;18640816;0.0
SAM;18640817;0.0
SAM;18640818;3.2
SAM;18640819;0.0
SAM;18640820;56.2
SAM;18640821;0.0
SAM;18640822;0.0
SAM;18640823;15.2
SAM;18640824;10.3
SAM;18640825;0.0
SAM;18640826;0.0
SAM;18640827;1.3
SAM;18640828;0.0
SAM;18640829;0.0
SAM;18640830;0.0
SAM;18640831;0.0
SAM;18640901;0.0
SAM;18640902;28.8
SAM;18640903;5.6
SAM;18640904;0.4
SAM;18640905;0.0
SAM;18640906;0.8
SAM;18640907;0.5
SAM;18640908;0.0
SAM;18640909;0.0
SAM;18640910;1.0
SAM;18640911;0.0
SAM;18640912;29.9
SAM;18640913;29.8
SAM;18640914;0.0
SAM;18640915;0.0
SAM;18640916;0.0
SAM;18640917;0.0
SAM;18640918;61.0
SAM;18640919;1.6
SAM;18640920;0.0
SAM;18640921;0.0
SAM;18640922;0.0
SAM;18640923;0.0
SAM;18640924;0.0
SAM;18640925;0.0
SAM;18640926;0.0
SAM;18640927;0.0
SAM;18640928;0.0
SAM;18640929;0.0
SAM;18640930;0.0
SAM;18641001;0.0
SAM;18641002;0.0
SAM;18641003;0.0
SAM;18641004;0.0
SAM;18641005;0.0
