 

stn;time;rre150yx
IYSMP;1952;62.9
IYSMP;1953;118.0
IYSMP;1954;65.9
IYSMP;1955;34.8
IYSMP;1956;68.6
IYSMP;1957;47.5
IYSMP;1958;119.0
IYSMP;1959;71.9
IYSMP;1960;81.8
IYSMP;1961;51.0
IYSMP;1962;44.1
IYSMP;1963;61.3
IYSMP;1964;40.0
IYSMP;1965;74.2
IYSMP;1966;88.6
IYSMP;1967;66.1
IYSMP;1968;41.3
IYSMP;1969;44.0
IYSMP;1970;45.6
IYSMP;1971;70.7
IYSMP;1972;46.1
IYSMP;1973;93.3
IYSMP;1974;33.9
IYSMP;1975;67.8
IYSMP;1976;54.2
IYSMP;1977;81.3
IYSMP;1978;57.2
IYSMP;1979;80.8
IYSMP;1980;79.3
IYSMP;1981;84.5
IYSMP;1982;50.2
IYSMP;1983;48.9
IYSMP;1984;43.2
IYSMP;1985;89.5
IYSMP;1986;54.2
IYSMP;1987;67.3
IYSMP;1988;46.8
IYSMP;1989;106.5
IYSMP;1990;56.2
IYSMP;1991;53.5
IYSMP;1992;58.1
IYSMP;1993;76.6
IYSMP;1994;46.2
IYSMP;1995;57.7
IYSMP;1996;70.5
IYSMP;1997;65.3
IYSMP;1998;59.2
IYSMP;1999;96.0
IYSMP;2000;92.0
IYSMP;2001;62.7
IYSMP;2002;102.1
IYSMP;2003;76.4
IYSMP;2004;67.8
IYSMP;2005;36.8
IYSMP;2006;45.3
IYSMP;2007;45.6
IYSMP;2008;61.2
IYSMP;2009;156.5
IYSMP;2010;40.1
IYSMP;2011;84.6
IYSMP;2012;50.5
IYSMP;2013;71.2
IYSMP;2014;107.5
IYSMP;2015;38.2
IYSMP;2016;129.2
IYSMP;2017;69.9
IYSMP;2018;94.4
IYSMP;2019;70.5
