 

stn;time;tre200y0
DLDRE;1961;9.4
DLDRE;1962;7.7
DLDRE;1963;7.8
DLDRE;1964;8.4
DLDRE;1965;8.0
DLDRE;1966;9.0
DLDRE;1967;9.5
DLDRE;1968;8.7
DLDRE;1969;8.2
DLDRE;1970;8.1
DLDRE;1971;9.1
DLDRE;1972;8.7
DLDRE;1973;8.8
DLDRE;1974;9.5
DLDRE;1975;9.6
DLDRE;1976;8.9
DLDRE;1977;9.2
DLDRE;1978;8.5
DLDRE;1979;8.6
DLDRE;1980;8.0
DLDRE;1981;8.9
DLDRE;1982;9.9
DLDRE;1983;10.0
DLDRE;1984;8.6
DLDRE;1985;8.1
DLDRE;1986;8.5
DLDRE;1987;7.7
DLDRE;1988;9.6
DLDRE;1989;10.3
DLDRE;1990;10.2
DLDRE;1991;9.0
DLDRE;1992;10.2
DLDRE;1993;9.2
DLDRE;1994;10.4
DLDRE;1995;9.4
DLDRE;1996;7.2
DLDRE;1997;9.0
DLDRE;1998;9.5
DLDRE;1999;9.9
DLDRE;2000;10.6
DLDRE;2001;9.1
DLDRE;2002;9.8
DLDRE;2003;9.7
DLDRE;2004;9.3
DLDRE;2005;9.3
DLDRE;2006;9.9
DLDRE;2007;10.5
DLDRE;2008;10.1
DLDRE;2009;9.5
DLDRE;2010;8.1
DLDRE;2011;10.1
DLDRE;2012;9.6
DLDRE;2013;9.0
DLDRE;2014;10.9
DLDRE;2015;10.7
DLDRE;2016;10.1
DLDRE;2017;10.1
DLDRE;2018;11.1
DLDRE;2019;11.2
DLDRE;2020;11.0
