 

stn;time;tnd00xy0
VIS;1980;25
VIS;1981;20
VIS;1982;10
VIS;1983;18
VIS;1984;9
VIS;1985;40
VIS;1986;16
VIS;1987;24
VIS;1988;11
VIS;1989;20
VIS;1990;29
VIS;1991;38
VIS;1992;16
VIS;1993;16
VIS;1994;9
VIS;1995;16
VIS;1996;10
VIS;1997;5
VIS;1998;22
VIS;1999;24
VIS;2000;19
VIS;2001;18
VIS;2002;15
VIS;2003;19
VIS;2004;11
VIS;2005;41
VIS;2006;27
VIS;2007;20
VIS;2008;8
VIS;2009;24
VIS;2010;28
VIS;2011;14
VIS;2012;23
VIS;2013;21
VIS;2014;4
VIS;2015;6
VIS;2016;14
VIS;2017;26
VIS;2018;6
VIS;2019;8
VIS;2020;2
