 

stn;time;tre200y0
DLFEB;1949;4.1
DLFEB;1950;3.5
DLFEB;1951;3.4
DLFEB;1952;2.9
DLFEB;1953;4.3
DLFEB;1954;2.4
DLFEB;1955;2.8
DLFEB;1956;1.7
DLFEB;1957;3.6
DLFEB;1958;3.4
DLFEB;1959;4.6
DLFEB;1960;3.0
DLFEB;1961;4.4
DLFEB;1962;2.1
DLFEB;1963;2.5
DLFEB;1964;3.8
DLFEB;1965;2.2
DLFEB;1966;3.2
DLFEB;1967;3.4
DLFEB;1968;3.1
DLFEB;1969;2.9
DLFEB;1970;2.7
DLFEB;1971;3.8
DLFEB;1972;3.3
DLFEB;1973;3.1
DLFEB;1974;3.0
DLFEB;1975;3.5
DLFEB;1976;3.5
DLFEB;1977;3.4
DLFEB;1978;3.0
DLFEB;1979;3.0
DLFEB;1980;2.4
DLFEB;1981;2.9
DLFEB;1982;4.0
DLFEB;1983;4.3
DLFEB;1984;2.9
DLFEB;1985;2.9
DLFEB;1986;3.3
DLFEB;1987;3.3
DLFEB;1988;3.8
DLFEB;1989;5.0
DLFEB;1990;4.3
DLFEB;1991;3.8
DLFEB;1992;4.6
DLFEB;1993;3.9
DLFEB;1994;4.8
DLFEB;1995;3.7
DLFEB;1996;3.2
DLFEB;1997;4.6
DLFEB;1998;3.7
DLFEB;1999;3.7
DLFEB;2000;4.5
DLFEB;2001;3.6
DLFEB;2002;4.5
DLFEB;2003;5.1
DLFEB;2004;3.7
DLFEB;2005;3.7
DLFEB;2006;4.8
DLFEB;2007;4.5
DLFEB;2008;4.0
DLFEB;2009;4.0
DLFEB;2010;2.7
DLFEB;2011;5.4
DLFEB;2012;4.1
DLFEB;2013;3.6
DLFEB;2014;5.3
DLFEB;2015;5.3
DLFEB;2016;4.7
DLFEB;2017;4.7
DLFEB;2018;5.6
DLFEB;2019;5.0
DLFEB;2020;5.5
