 

stn;time;rzz150yx
CGI;1981;4.8
CGI;1982;5.6
CGI;1983;9.6
CGI;1984;7.8
CGI;1985;11.7
CGI;1986;7.0
CGI;1987;5.6
CGI;1988;9.1
CGI;1989;5.2
CGI;1990;8.6
CGI;1991;8.2
CGI;1992;13.1
CGI;1993;24.2
CGI;1994;17.6
CGI;1995;9.5
CGI;1996;10.7
CGI;1997;8.1
CGI;1998;5.6
CGI;1999;9.0
CGI;2000;7.8
CGI;2001;7.4
CGI;2002;4.7
CGI;2003;13.8
CGI;2004;10.6
CGI;2005;17.9
CGI;2006;6.4
CGI;2007;9.3
CGI;2008;8.9
CGI;2009;7.2
CGI;2010;4.7
CGI;2011;5.7
CGI;2012;10.0
CGI;2013;15.7
CGI;2014;8.1
CGI;2015;13.1
CGI;2016;6.5
CGI;2017;8.8
CGI;2018;14.4
CGI;2019;10.9
CGI;2020;6.4
