 

stn;time;rsd700y0
PUY;1961;0
PUY;1962;0
PUY;1963;1
PUY;1964;0
PUY;1965;0
PUY;1966;0
PUY;1967;0
PUY;1968;0
PUY;1969;0
PUY;1970;0
PUY;1971;0
PUY;1972;0
PUY;1973;0
PUY;1974;0
PUY;1975;0
PUY;1976;0
PUY;1977;0
PUY;1978;1
PUY;1979;0
PUY;1980;0
PUY;1981;0
PUY;1982;0
PUY;1983;0
PUY;1984;1
PUY;1985;0
PUY;1986;0
PUY;1987;0
PUY;1988;0
PUY;1989;0
PUY;1990;0
PUY;1991;0
PUY;1992;0
PUY;1993;0
PUY;1994;1
PUY;1995;0
PUY;1996;0
PUY;1997;1
PUY;1998;0
PUY;1999;1
PUY;2000;0
PUY;2001;0
PUY;2002;0
PUY;2003;0
PUY;2004;0
PUY;2005;0
PUY;2006;1
PUY;2007;0
PUY;2008;0
PUY;2009;0
PUY;2010;0
PUY;2011;0
PUY;2012;0
PUY;2013;0
PUY;2014;1
PUY;2015;0
PUY;2016;0
PUY;2017;0
PUY;2018;0
PUY;2019;0
PUY;2020;0
