 

stn;time;rsd300y0
MOA;1901;4
MOA;1902;2
MOA;1903;2
MOA;1904;2
MOA;1905;2
MOA;1906;3
MOA;1907;2
MOA;1908;5
MOA;1909;3
MOA;1910;7
MOA;1911;0
MOA;1912;1
MOA;1913;1
MOA;1914;3
MOA;1915;2
MOA;1916;1
MOA;1917;3
MOA;1918;5
MOA;1919;4
MOA;1920;0
MOA;1921;1
MOA;1922;6
MOA;1923;2
MOA;1924;4
MOA;1925;2
MOA;1926;1
MOA;1927;4
MOA;1928;2
MOA;1929;1
MOA;1930;9
MOA;1931;8
MOA;1932;4
MOA;1933;1
MOA;1934;3
MOA;1935;2
MOA;1936;4
MOA;1937;1
MOA;1938;6
MOA;1939;9
MOA;1940;6
MOA;1941;0
MOA;1942;4
MOA;1943;1
MOA;1944;7
MOA;1945;3
MOA;1946;5
MOA;1947;1
MOA;1948;4
MOA;1949;0
MOA;1950;3
MOA;1951;3
MOA;1952;4
MOA;1953;4
MOA;1954;4
MOA;1955;1
MOA;1956;3
MOA;1957;1
MOA;1958;9
MOA;1959;1
MOA;1960;3
MOA;1961;3
MOA;1962;4
MOA;1963;2
MOA;1964;3
MOA;1965;5
MOA;1966;3
MOA;1967;3
MOA;1968;2
MOA;1969;1
MOA;1970;6
MOA;1971;3
MOA;1972;4
MOA;1973;3
MOA;1974;1
MOA;1975;2
MOA;1976;1
MOA;1977;5
MOA;1978;2
MOA;1979;7
MOA;1980;4
MOA;1981;8
MOA;1982;4
MOA;1983;3
MOA;1984;3
MOA;1985;0
MOA;1986;5
MOA;1987;6
MOA;1988;2
MOA;1989;3
MOA;1990;4
MOA;1991;3
MOA;1992;4
MOA;1993;3
MOA;1994;4
MOA;1995;5
MOA;1996;3
MOA;1997;1
MOA;1998;3
MOA;1999;5
MOA;2000;3
MOA;2001;1
MOA;2002;1
MOA;2003;1
MOA;2004;2
MOA;2005;2
MOA;2006;5
MOA;2007;4
MOA;2008;9
MOA;2009;4
MOA;2010;3
MOA;2011;2
MOA;2012;4
MOA;2013;5
MOA;2014;5
MOA;2015;5
MOA;2016;4
MOA;2017;4
MOA;2018;2
MOA;2019;2
MOA;2020;4
