 

stn;time;tre200y0
DLBAB;1949;10.4
DLBAB;1950;9.9
DLBAB;1951;10.1
DLBAB;1952;9.9
DLBAB;1953;9.9
DLBAB;1954;9.4
DLBAB;1955;9.2
DLBAB;1956;8.3
DLBAB;1957;10.0
DLBAB;1958;9.8
DLBAB;1959;10.4
DLBAB;1960;10.1
DLBAB;1961;10.5
DLBAB;1962;8.8
DLBAB;1963;8.5
DLBAB;1964;9.9
DLBAB;1965;9.2
DLBAB;1966;10.2
DLBAB;1967;10.1
DLBAB;1968;9.5
DLBAB;1969;9.2
DLBAB;1970;9.3
DLBAB;1971;9.8
DLBAB;1972;8.7
DLBAB;1973;9.4
DLBAB;1974;10.2
DLBAB;1975;9.9
DLBAB;1976;10.0
DLBAB;1977;9.6
DLBAB;1978;8.8
DLBAB;1979;9.2
DLBAB;1980;8.9
DLBAB;1981;9.3
DLBAB;1982;10.1
DLBAB;1983;10.6
