 

stn;time;tnd00xy0
DAV;1890;60
DAV;1891;41
DAV;1892;55
DAV;1893;49
DAV;1894;38
DAV;1895;62
DAV;1896;46
DAV;1897;33
DAV;1898;26
DAV;1899;27
DAV;1900;23
DAV;1901;62
DAV;1902;43
DAV;1903;65
DAV;1904;62
DAV;1905;77
DAV;1906;73
DAV;1907;70
DAV;1908;75
DAV;1909;84
DAV;1910;56
DAV;1911;47
DAV;1912;49
DAV;1913;51
DAV;1914;49
DAV;1915;59
DAV;1916;53
DAV;1917;88
DAV;1918;36
DAV;1919;80
DAV;1920;43
DAV;1921;40
DAV;1922;69
DAV;1923;75
DAV;1924;71
DAV;1925;61
DAV;1926;46
DAV;1927;51
DAV;1928;63
DAV;1929;76
DAV;1930;46
DAV;1931;74
DAV;1932;60
DAV;1933;72
DAV;1934;37
DAV;1935;84
DAV;1936;44
DAV;1937;56
DAV;1938;55
DAV;1939;75
DAV;1940;78
DAV;1941;62
DAV;1942;72
DAV;1943;55
DAV;1944;81
DAV;1945;64
DAV;1946;59
DAV;1947;68
DAV;1948;28
DAV;1949;56
DAV;1950;64
DAV;1951;55
DAV;1952;79
DAV;1953;59
DAV;1954;63
DAV;1955;52
DAV;1956;83
DAV;1957;45
DAV;1958;65
DAV;1959;40
DAV;1960;43
DAV;1961;46
DAV;1962;74
DAV;1963;63
DAV;1964;39
DAV;1965;74
DAV;1966;68
DAV;1967;54
DAV;1968;50
DAV;1969;73
DAV;1970;71
DAV;1971;49
DAV;1972;31
DAV;1973;70
DAV;1974;42
DAV;1975;43
DAV;1976;55
DAV;1977;48
DAV;1978;60
DAV;1979;70
DAV;1980;77
DAV;1981;86
DAV;1982;53
DAV;1983;54
DAV;1984;76
DAV;1985;69
DAV;1986;69
DAV;1987;65
DAV;1988;59
DAV;1989;20
DAV;1990;46
DAV;1991;62
DAV;1992;46
DAV;1993;54
DAV;1994;43
DAV;1995;57
DAV;1996;53
DAV;1997;34
DAV;1998;58
DAV;1999;62
DAV;2000;49
DAV;2001;65
DAV;2002;36
DAV;2003;54
DAV;2004;66
DAV;2005;86
DAV;2006;62
DAV;2007;47
DAV;2008;46
DAV;2009;78
DAV;2010;85
DAV;2011;34
DAV;2012;64
DAV;2013;60
DAV;2014;33
DAV;2015;41
DAV;2016;39
DAV;2017;54
DAV;2018;52
DAV;2019;46
DAV;2020;34
