 

stn;time;rs1000y0
BEX;1901;0
BEX;1902;0
BEX;1903;0
BEX;1904;0
BEX;1905;0
BEX;1906;0
BEX;1907;0
BEX;1908;0
BEX;1909;0
BEX;1910;0
BEX;1911;0
BEX;1912;0
BEX;1913;0
BEX;1914;0
BEX;1915;0
BEX;1916;0
BEX;1917;0
BEX;1918;0
BEX;1919;0
BEX;1920;0
BEX;1921;0
BEX;1922;0
BEX;1923;0
BEX;1924;0
BEX;1925;0
BEX;1926;0
BEX;1927;0
BEX;1928;0
BEX;1929;0
BEX;1930;0
BEX;1931;0
BEX;1932;0
BEX;1933;0
BEX;1934;0
BEX;1935;0
BEX;1936;0
BEX;1937;0
BEX;1938;0
BEX;1939;0
BEX;1940;0
BEX;1941;0
BEX;1942;0
BEX;1943;0
BEX;1944;0
BEX;1945;0
BEX;1946;0
BEX;1947;0
BEX;1948;0
BEX;1949;0
BEX;1950;0
BEX;1951;0
BEX;1952;0
BEX;1953;0
BEX;1954;0
BEX;1955;0
BEX;1956;0
BEX;1957;0
BEX;1958;0
BEX;1959;0
BEX;1960;0
BEX;1961;0
BEX;1962;0
BEX;1963;0
BEX;1964;0
BEX;1965;0
BEX;1966;0
BEX;1967;0
BEX;1968;0
BEX;1969;0
BEX;1970;0
BEX;1971;0
BEX;1972;0
BEX;1973;0
BEX;1974;0
BEX;1975;0
BEX;1976;0
BEX;1977;0
BEX;1978;0
BEX;1979;0
BEX;1980;0
BEX;1981;0
BEX;1982;0
BEX;1983;0
BEX;1984;0
BEX;1985;0
BEX;1986;0
BEX;1987;0
BEX;1988;0
BEX;1989;0
BEX;1990;0
BEX;1991;0
BEX;1992;0
BEX;1993;0
BEX;1994;0
BEX;1995;0
BEX;1996;0
BEX;1997;0
BEX;1998;0
BEX;1999;0
BEX;2000;0
BEX;2001;0
BEX;2002;0
BEX;2003;0
BEX;2004;0
BEX;2005;0
BEX;2006;0
BEX;2007;0
BEX;2008;0
BEX;2009;0
BEX;2010;0
BEX;2011;0
BEX;2012;0
BEX;2013;0
BEX;2014;0
BEX;2015;0
BEX;2016;0
BEX;2017;0
BEX;2018;0
BEX;2019;0
BEX;2020;0
