 

stn;time;fklnd3m0
NABDAV;199612;0
NABDAV;199701;0
NABDAV;199702;0
NABDAV;199703;0
NABDAV;199704;0
NABDAV;199705;0
NABDAV;199706;0
NABDAV;199707;0
NABDAV;199708;0
NABDAV;199709;0
NABDAV;199710;0
NABDAV;199711;0
NABDAV;199712;0
NABDAV;199801;0
NABDAV;199802;0
NABDAV;199803;0
NABDAV;199804;0
NABDAV;199805;0
NABDAV;199806;0
NABDAV;199807;0
NABDAV;199808;0
NABDAV;199809;0
NABDAV;199810;0
NABDAV;199811;0
NABDAV;199812;0
NABDAV;199901;0
NABDAV;199902;0
NABDAV;199903;0
NABDAV;199904;0
NABDAV;199905;0
NABDAV;199906;0
NABDAV;199907;0
NABDAV;199908;0
NABDAV;199909;0
NABDAV;199910;0
NABDAV;199911;0
NABDAV;199912;0
NABDAV;200001;0
NABDAV;200002;0
NABDAV;200003;0
NABDAV;200004;0
NABDAV;200005;0
NABDAV;200006;0
NABDAV;200007;0
NABDAV;200008;0
NABDAV;200009;0
NABDAV;200010;0
NABDAV;200011;0
NABDAV;200012;0
NABDAV;200101;0
NABDAV;200102;0
NABDAV;200103;0
NABDAV;200104;0
NABDAV;200105;0
NABDAV;200106;0
NABDAV;200107;0
NABDAV;200108;0
NABDAV;200109;0
NABDAV;200110;0
NABDAV;200111;0
NABDAV;200112;0
NABDAV;200201;0
NABDAV;200202;0
NABDAV;200203;0
NABDAV;200204;0
NABDAV;200205;0
NABDAV;200206;0
NABDAV;200207;0
NABDAV;200208;0
NABDAV;200209;0
NABDAV;200210;0
NABDAV;200211;0
NABDAV;200212;0
NABDAV;200301;0
NABDAV;200302;0
NABDAV;200303;0
NABDAV;200304;0
NABDAV;200305;0
NABDAV;200306;0
NABDAV;200307;0
NABDAV;200308;0
NABDAV;200309;0
NABDAV;200310;0
NABDAV;200311;0
NABDAV;200312;0
NABDAV;200401;0
NABDAV;200402;0
NABDAV;200403;0
NABDAV;200404;0
NABDAV;200405;0
NABDAV;200406;0
NABDAV;200407;0
NABDAV;200408;0
NABDAV;200409;0
NABDAV;200410;0
NABDAV;200411;0
NABDAV;200412;0
NABDAV;200501;0
NABDAV;200502;0
NABDAV;200503;0
NABDAV;200504;0
NABDAV;200505;0
NABDAV;200506;0
NABDAV;200507;0
NABDAV;200508;0
NABDAV;200509;0
NABDAV;200510;0
NABDAV;200511;0
NABDAV;200512;0
NABDAV;200601;0
NABDAV;200602;0
NABDAV;200603;0
NABDAV;200604;0
NABDAV;200605;0
NABDAV;200606;0
NABDAV;200607;0
NABDAV;200608;0
NABDAV;200609;0
NABDAV;200610;0
NABDAV;200611;0
NABDAV;200612;0
NABDAV;200701;0
NABDAV;200702;0
NABDAV;200703;0
NABDAV;200704;0
NABDAV;200705;0
NABDAV;200706;0
NABDAV;200707;0
NABDAV;200708;0
NABDAV;200709;0
NABDAV;200710;0
NABDAV;200711;0
NABDAV;200712;0
NABDAV;200801;0
NABDAV;200802;0
NABDAV;200803;0
NABDAV;200804;0
NABDAV;200805;0
NABDAV;200806;0
NABDAV;200807;0
NABDAV;200808;0
NABDAV;200809;0
NABDAV;200810;0
NABDAV;200811;0
NABDAV;200812;0
NABDAV;200901;0
NABDAV;200902;0
NABDAV;200903;0
NABDAV;200904;0
NABDAV;200905;0
NABDAV;200906;0
NABDAV;200907;0
NABDAV;200908;0
NABDAV;200909;0
NABDAV;200910;0
NABDAV;200911;0
NABDAV;200912;0
NABDAV;201001;0
NABDAV;201002;0
NABDAV;201003;0
NABDAV;201004;0
NABDAV;201005;0
NABDAV;201006;0
NABDAV;201007;0
NABDAV;201008;0
NABDAV;201009;0
NABDAV;201010;0
NABDAV;201011;0
NABDAV;201012;0
NABDAV;201101;0
NABDAV;201102;0
NABDAV;201103;0
NABDAV;201104;0
NABDAV;201105;0
NABDAV;201106;0
NABDAV;201107;0
NABDAV;201108;0
NABDAV;201109;0
NABDAV;201110;0
NABDAV;201111;0
NABDAV;201112;0
NABDAV;201201;0
NABDAV;201202;0
NABDAV;201203;0
NABDAV;201204;0
NABDAV;201205;0
NABDAV;201206;0
NABDAV;201207;0
NABDAV;201208;0
NABDAV;201209;0
NABDAV;201210;0
NABDAV;201211;0
NABDAV;201212;0
NABDAV;201301;0
NABDAV;201302;0
NABDAV;201303;0
NABDAV;201304;0
NABDAV;201305;0
NABDAV;201306;0
NABDAV;201307;0
NABDAV;201308;0
NABDAV;201309;0
NABDAV;201310;0
NABDAV;201311;0
NABDAV;201312;0
NABDAV;201401;0
NABDAV;201402;0
NABDAV;201403;0
NABDAV;201404;0
NABDAV;201405;0
NABDAV;201406;0
NABDAV;201407;0
NABDAV;201408;0
NABDAV;201409;0
NABDAV;201410;0
NABDAV;201411;0
NABDAV;201412;0
NABDAV;201501;0
NABDAV;201502;0
NABDAV;201503;0
NABDAV;201504;0
NABDAV;201505;0
NABDAV;201506;0
NABDAV;201507;0
