 

stn;time;rti150yx
BNU;1978;19780807
BNU;1979;19790606
BNU;1980;19800124
BNU;1981;19810928
BNU;1982;19821006
BNU;1983;19830621
BNU;1984;19840905
BNU;1985;19850508
BNU;1986;19860409
BNU;1987;19870925
BNU;1988;19880604
BNU;1989;19890417
BNU;1990;19900524
BNU;1991;19910511
BNU;1992;19921028
BNU;1993;19930705
BNU;1994;19940518
BNU;1995;19950531
BNU;1996;19960728
BNU;1997;19970828
BNU;1998;19980911
BNU;1999;19990512
BNU;2000;20000920
BNU;2001;20010715
BNU;2002;20020811
BNU;2003;20031004
BNU;2004;20040521
BNU;2005;20050821
BNU;2006;20060916
BNU;2007;20070808
BNU;2008;20080913
BNU;2009;20090717
BNU;2010;20100925
BNU;2011;20110629
BNU;2012;20120607
BNU;2013;20130531
BNU;2014;20140726
BNU;2015;20150614
BNU;2016;20160512
