 

stn;time;rre150yx
UST;1901;63.7
UST;1902;50.0
UST;1903;43.0
UST;1904;41.2
UST;1905;49.4
UST;1906;99.2
UST;1907;40.3
UST;1908;49.0
UST;1909;38.8
UST;1910;57.2
UST;1911;29.3
UST;1912;84.7
UST;1913;34.6
UST;1914;40.0
UST;1915;41.3
UST;1916;38.5
UST;1917;51.0
UST;1918;50.3
UST;1919;46.5
UST;1920;27.7
UST;1921;32.8
UST;1922;61.5
UST;1923;41.4
UST;1924;53.5
UST;1925;71.3
UST;1926;44.4
UST;1927;39.0
UST;1928;48.0
UST;1929;36.5
UST;1930;59.4
UST;1931;77.4
UST;1932;47.5
UST;1933;50.0
UST;1934;50.2
UST;1935;31.0
UST;1936;43.4
UST;1937;34.0
UST;1938;46.7
UST;1939;55.6
UST;1940;45.5
UST;1941;35.8
