 

stn;time;rsd300y0
IYTOB;1969;0
IYTOB;1970;2
IYTOB;1971;1
IYTOB;1972;3
IYTOB;1973;2
IYTOB;1974;2
IYTOB;1975;2
IYTOB;1976;5
IYTOB;1977;4
IYTOB;1978;2
IYTOB;1979;8
IYTOB;1980;4
IYTOB;1981;3
IYTOB;1982;1
IYTOB;1983;0
IYTOB;1984;4
IYTOB;1985;0
IYTOB;1986;2
IYTOB;1987;4
IYTOB;1988;4
IYTOB;1989;3
IYTOB;1990;3
IYTOB;1991;5
IYTOB;1992;5
IYTOB;1993;3
IYTOB;1994;1
IYTOB;1995;1
IYTOB;1996;3
IYTOB;1997;2
IYTOB;1998;5
IYTOB;1999;1
IYTOB;2000;5
IYTOB;2001;4
IYTOB;2002;3
IYTOB;2003;2
IYTOB;2004;0
IYTOB;2005;3
IYTOB;2006;2
IYTOB;2007;1
IYTOB;2008;1
IYTOB;2009;4
IYTOB;2010;3
IYTOB;2011;5
IYTOB;2012;5
IYTOB;2013;1
IYTOB;2014;1
IYTOB;2015;4
IYTOB;2016;3
IYTOB;2017;3
IYTOB;2018;4
