 

stn;time;tre200y0
IYMMR;1967;6.7
IYMMR;1968;6.3
IYMMR;1969;6.0
IYMMR;1970;6.1
IYMMR;1971;6.8
IYMMR;1972;6.0
IYMMR;1973;6.4
IYMMR;1974;6.4
IYMMR;1975;6.8
IYMMR;1976;6.3
IYMMR;1977;6.6
IYMMR;1978;6.5
IYMMR;1979;6.4
IYMMR;1980;6.2
IYMMR;1981;6.5
IYMMR;1982;7.0
IYMMR;1983;7.4
IYMMR;1984;5.5
IYMMR;1985;5.9
IYMMR;1986;5.9
IYMMR;1987;6.2
IYMMR;1988;6.4
IYMMR;1989;7.9
IYMMR;1990;7.1
IYMMR;1991;6.1
IYMMR;1992;7.1
IYMMR;1993;6.4
IYMMR;1994;7.4
IYMMR;1995;6.1
IYMMR;1996;5.6
IYMMR;1997;6.9
IYMMR;1998;6.6
IYMMR;1999;6.3
IYMMR;2000;6.8
IYMMR;2001;6.4
IYMMR;2002;7.0
IYMMR;2003;7.2
IYMMR;2004;6.6
IYMMR;2005;6.1
IYMMR;2006;7.0
IYMMR;2007;7.4
IYMMR;2008;6.7
IYMMR;2009;7.0
IYMMR;2010;6.2
IYMMR;2011;8.3
IYMMR;2012;7.6
IYMMR;2013;7.4
IYMMR;2014;8.0
IYMMR;2015;8.6
IYMMR;2016;8.0
IYMMR;2017;7.9
IYMMR;2018;8.2
IYMMR;2019;7.9
IYMMR;2020;8.1
