 

stn;time;rsd300y0
HLL;1887;1
HLL;1888;6
HLL;1889;0
HLL;1890;1
HLL;1891;0
HLL;1892;1
HLL;1893;2
HLL;1894;1
HLL;1895;2
HLL;1896;3
HLL;1897;3
HLL;1898;2
HLL;1899;1
HLL;1900;2
HLL;1901;1
HLL;1902;4
HLL;1903;0
HLL;1904;2
HLL;1905;1
HLL;1906;2
HLL;1907;1
HLL;1908;4
HLL;1909;2
HLL;1910;3
HLL;1911;0
HLL;1912;3
HLL;1913;1
HLL;1914;4
HLL;1915;3
HLL;1916;1
HLL;1917;1
HLL;1918;1
HLL;1919;2
HLL;1920;0
HLL;1921;2
HLL;1922;2
HLL;1923;2
HLL;1924;1
HLL;1925;2
HLL;1926;5
HLL;1927;3
HLL;1928;2
HLL;1929;0
HLL;1930;3
HLL;1931;1
HLL;1932;1
HLL;1933;0
HLL;1934;2
HLL;1935;2
HLL;1936;1
HLL;1937;1
HLL;1938;1
HLL;1939;2
HLL;1940;6
HLL;1941;1
HLL;1942;0
HLL;1943;1
HLL;1944;4
HLL;1945;2
HLL;1946;2
HLL;1947;1
HLL;1948;0
HLL;1949;0
HLL;1950;1
HLL;1951;2
HLL;1952;1
HLL;1953;1
HLL;1954;1
HLL;1955;4
HLL;1956;2
HLL;1957;1
HLL;1958;4
HLL;1959;3
HLL;1960;3
HLL;1961;0
HLL;1962;3
HLL;1963;1
HLL;1964;2
HLL;1965;3
HLL;1966;6
HLL;1967;0
HLL;1968;3
HLL;1969;3
HLL;1970;1
HLL;1971;1
HLL;1972;5
HLL;1973;5
HLL;1974;3
HLL;1975;4
HLL;1976;1
HLL;1977;4
HLL;1978;5
HLL;1979;4
HLL;1980;2
HLL;1981;4
HLL;1982;4
HLL;1983;3
HLL;1984;3
HLL;1985;2
HLL;1986;5
HLL;1987;4
HLL;1988;4
HLL;1989;1
HLL;1990;10
HLL;1991;0
HLL;1992;5
HLL;1993;5
HLL;1994;2
HLL;1995;11
HLL;1996;2
HLL;1997;4
HLL;1998;2
HLL;1999;5
HLL;2000;3
HLL;2001;3
HLL;2002;6
HLL;2003;2
HLL;2004;3
HLL;2005;0
HLL;2006;3
HLL;2007;1
HLL;2008;5
HLL;2009;2
HLL;2010;2
HLL;2011;4
HLL;2012;2
HLL;2013;2
HLL;2014;1
HLL;2015;2
HLL;2016;3
HLL;2017;0
HLL;2018;0
HLL;2019;2
HLL;2020;2
