 

stn;time;rre150y0
BZL;1974;1591.5
BZL;1975;2052.1
BZL;1976;2295.8
BZL;1977;2673.6
BZL;1978;1761.6
BZL;1979;2234.9
BZL;1980;1580.8
BZL;1981;1831.9
BZL;1982;1776.6
BZL;1983;1479.3
BZL;1984;1901.8
BZL;1985;1345.0
BZL;1986;1439.4
BZL;1987;1762.8
BZL;1988;1739.9
BZL;1989;1521.8
BZL;1990;1377.1
BZL;1991;1292.3
BZL;1992;1935.3
BZL;1993;1710.4
BZL;1994;1803.5
BZL;1995;1605.0
BZL;1996;2057.1
BZL;1997;1440.6
BZL;1998;1653.4
BZL;1999;1558.1
BZL;2000;2420.4
BZL;2001;1427.2
BZL;2002;2393.6
BZL;2003;1214.5
BZL;2004;1453.5
BZL;2005;1123.4
BZL;2006;1243.7
