 

stn;time;tnd00xy0
DLAUG;1947;44
DLAUG;1948;23
DLAUG;1949;20
DLAUG;1950;40
DLAUG;1951;7
DLAUG;1952;36
DLAUG;1953;41
DLAUG;1954;36
DLAUG;1955;35
DLAUG;1956;48
DLAUG;1957;21
DLAUG;1958;28
DLAUG;1959;24
DLAUG;1960;21
DLAUG;1961;26
DLAUG;1962;42
DLAUG;1963;67
DLAUG;1964;44
DLAUG;1965;30
DLAUG;1966;23
DLAUG;1967;24
DLAUG;1968;39
DLAUG;1969;43
DLAUG;1970;39
DLAUG;1971;30
DLAUG;1972;27
DLAUG;1973;30
DLAUG;1974;3
DLAUG;1975;15
DLAUG;1976;35
DLAUG;1977;15
DLAUG;1978;40
DLAUG;1979;18
DLAUG;1980;37
DLAUG;1981;35
DLAUG;1982;23
DLAUG;1983;36
DLAUG;1984;24
DLAUG;1985;48
DLAUG;1986;40
DLAUG;1987;44
DLAUG;1988;14
DLAUG;1989;28
DLAUG;1990;22
DLAUG;1991;31
DLAUG;1992;23
DLAUG;1993;38
DLAUG;1994;13
DLAUG;1995;30
DLAUG;1996;53
DLAUG;1997;23
DLAUG;1998;30
DLAUG;1999;21
DLAUG;2000;14
DLAUG;2001;23
DLAUG;2002;20
DLAUG;2003;28
DLAUG;2004;27
DLAUG;2005;41
DLAUG;2006;33
DLAUG;2007;17
DLAUG;2008;13
DLAUG;2009;35
DLAUG;2010;58
DLAUG;2011;19
DLAUG;2012;25
DLAUG;2013;28
DLAUG;2014;4
DLAUG;2015;9
