 

stn;time;rs1000y0
DLREI;1952;0
DLREI;1953;0
DLREI;1954;2
DLREI;1955;0
DLREI;1956;0
DLREI;1957;0
DLREI;1958;0
DLREI;1959;1
DLREI;1960;0
DLREI;1961;0
DLREI;1962;0
DLREI;1963;0
DLREI;1964;0
DLREI;1965;0
DLREI;1966;0
DLREI;1967;0
DLREI;1968;0
DLREI;1969;0
DLREI;1970;0
DLREI;1971;0
DLREI;1972;0
DLREI;1973;0
DLREI;1974;0
DLREI;1975;0
DLREI;1976;0
DLREI;1977;1
DLREI;1978;0
DLREI;1979;0
DLREI;1980;0
DLREI;1981;1
DLREI;1982;0
DLREI;1983;0
DLREI;1984;0
DLREI;1985;0
DLREI;1986;0
DLREI;1987;0
DLREI;1988;0
DLREI;1989;0
DLREI;1990;0
DLREI;1991;0
DLREI;1992;0
DLREI;1993;0
DLREI;1994;0
DLREI;1995;0
DLREI;1996;0
DLREI;1997;1
DLREI;1998;0
DLREI;1999;0
DLREI;2000;0
DLREI;2001;0
DLREI;2002;0
