 

stn;time;tnd00xy0
RAG;1939;29
RAG;1940;48
RAG;1941;32
RAG;1942;47
RAG;1943;14
RAG;1944;42
RAG;1945;30
RAG;1946;27
RAG;1947;27
RAG;1948;23
RAG;1949;17
RAG;1950;24
RAG;1951;1
RAG;1952;31
RAG;1953;34
RAG;1954;27
RAG;1955;18
RAG;1956;34
RAG;1957;13
RAG;1958;21
RAG;1959;10
RAG;1960;18
RAG;1961;15
RAG;1962;26
RAG;1963;47
RAG;1964;28
RAG;1965;16
RAG;1966;15
RAG;1967;24
RAG;1968;30
RAG;1969;34
RAG;1970;23
RAG;1971;33
RAG;1972;13
RAG;1973;22
RAG;1974;2
RAG;1975;13
RAG;1976;22
RAG;1977;10
RAG;1978;18
RAG;1979;11
RAG;1980;21
RAG;1981;22
RAG;1982;8
RAG;1983;13
RAG;1984;12
RAG;1985;39
RAG;1986;19
RAG;1987;30
RAG;1988;8
RAG;1989;25
RAG;1990;13
RAG;1991;21
RAG;1992;14
RAG;1993;24
RAG;1994;5
RAG;1995;18
RAG;1996;16
RAG;1997;8
