 

stn;time;tre200y0
ROE;1991;3.4
ROE;1992;3.8
ROE;1993;3.0
ROE;1994;4.1
ROE;1995;2.9
ROE;1996;2.3
ROE;1997;3.9
ROE;1998;3.6
ROE;1999;3.2
ROE;2000;3.3
ROE;2001;3.1
ROE;2002;3.6
ROE;2003;3.7
ROE;2004;3.1
ROE;2005;2.9
ROE;2006;3.5
ROE;2007;4.2
ROE;2008;3.3
ROE;2009;3.3
ROE;2010;2.1
ROE;2011;4.5
ROE;2012;3.7
ROE;2013;3.2
ROE;2014;4.2
ROE;2015;4.8
ROE;2016;4.0
ROE;2017;4.1
ROE;2018;4.2
ROE;2019;4.2
ROE;2020;4.4
