 

stn;time;rhh150yx
PIL;1981;25.1
PIL;1982;37.4
PIL;1983;15.0
PIL;1984;9.8
PIL;1985;18.4
PIL;1986;13.6
PIL;1987;12.1
PIL;1988;13.9
PIL;1989;20.9
PIL;1990;20.9
PIL;1991;18.1
PIL;1992;18.3
PIL;1993;28.8
PIL;1994;16.9
PIL;1995;47.1
PIL;1996;21.6
PIL;1997;23.4
PIL;1998;13.0
PIL;1999;20.7
PIL;2000;13.5
PIL;2001;17.7
PIL;2002;18.0
PIL;2003;12.7
PIL;2004;51.6
PIL;2005;32.4
PIL;2006;14.9
PIL;2007;29.9
PIL;2008;21.5
PIL;2009;12.3
