 

stn;time;rs1000y0
IYSWA;1980;1
IYSWA;1981;1
IYSWA;1982;0
IYSWA;1983;1
IYSWA;1984;0
IYSWA;1985;0
IYSWA;1986;1
IYSWA;1987;1
IYSWA;1988;0
IYSWA;1989;0
IYSWA;1990;0
IYSWA;1991;0
IYSWA;1992;0
IYSWA;1993;0
IYSWA;1994;0
IYSWA;1995;0
IYSWA;1996;0
IYSWA;1997;1
IYSWA;1998;0
IYSWA;1999;1
IYSWA;2000;0
IYSWA;2001;0
IYSWA;2002;2
IYSWA;2003;0
IYSWA;2004;0
IYSWA;2005;0
IYSWA;2006;0
IYSWA;2007;0
IYSWA;2008;0
IYSWA;2009;0
IYSWA;2010;0
IYSWA;2011;1
IYSWA;2012;0
IYSWA;2013;0
IYSWA;2014;0
IYSWA;2015;0
IYSWA;2016;0
IYSWA;2017;0
IYSWA;2018;1
