 

stn;time;tre200y0
REH;1979;8.5
REH;1980;7.9
REH;1981;8.6
REH;1982;9.2
REH;1983;9.2
REH;1984;8.3
REH;1985;8.0
REH;1986;8.4
REH;1987;8.5
REH;1988;9.6
REH;1989;9.5
REH;1990;9.8
REH;1991;8.8
REH;1992;9.4
REH;1993;9.1
REH;1994;10.6
REH;1995;9.4
REH;1996;8.3
REH;1997;9.6
REH;1998;9.6
REH;1999;9.3
REH;2000;10.2
REH;2001;9.6
REH;2002;10.3
REH;2003;10.1
REH;2004;9.6
REH;2005;9.5
REH;2006;10.2
REH;2007;10.3
REH;2008;9.6
REH;2009;9.8
REH;2010;8.9
REH;2011;10.4
REH;2012;9.8
REH;2013;9.3
REH;2014;10.7
REH;2015;10.6
REH;2016;10.1
REH;2017;10.3
REH;2018;11.2
REH;2019;10.6
REH;2020;10.9
