 

stn;time;rsd700y0
MBA;1901;0
MBA;1902;0
MBA;1903;0
MBA;1904;0
MBA;1905;0
MBA;1906;0
MBA;1907;0
MBA;1908;0
MBA;1909;0
MBA;1910;0
MBA;1911;0
MBA;1912;1
MBA;1913;0
MBA;1914;0
MBA;1915;0
MBA;1916;0
MBA;1917;0
MBA;1918;0
MBA;1919;0
MBA;1920;0
MBA;1921;0
MBA;1922;0
MBA;1923;0
MBA;1924;0
MBA;1925;0
MBA;1926;0
MBA;1927;0
MBA;1928;0
MBA;1929;0
MBA;1930;2
MBA;1931;0
MBA;1932;0
MBA;1933;0
MBA;1934;1
MBA;1935;0
MBA;1936;0
MBA;1937;0
MBA;1938;0
MBA;1939;0
MBA;1940;0
MBA;1941;0
MBA;1942;0
MBA;1943;0
MBA;1944;0
MBA;1945;0
MBA;1946;0
MBA;1947;0
MBA;1948;1
MBA;1949;0
MBA;1950;0
MBA;1951;0
MBA;1952;0
MBA;1953;0
MBA;1954;1
MBA;1955;0
MBA;1956;1
MBA;1957;0
MBA;1958;0
MBA;1959;0
MBA;1960;1
MBA;1961;0
MBA;1962;0
MBA;1963;1
MBA;1964;0
MBA;1965;0
MBA;1966;0
MBA;1967;0
MBA;1968;1
MBA;1969;0
MBA;1970;0
MBA;1971;1
MBA;1972;0
MBA;1973;0
MBA;1974;0
MBA;1975;0
MBA;1976;0
MBA;1977;0
MBA;1978;1
MBA;1979;0
MBA;1980;0
MBA;1981;1
MBA;1982;0
MBA;1983;0
MBA;1984;0
MBA;1985;0
MBA;1986;0
MBA;1987;0
MBA;1988;1
MBA;1989;0
MBA;1990;0
MBA;1991;1
MBA;1992;0
MBA;1993;0
MBA;1994;1
MBA;1995;1
MBA;1996;0
MBA;1997;1
MBA;1998;0
MBA;1999;0
MBA;2000;0
MBA;2001;0
MBA;2002;0
MBA;2003;0
MBA;2004;1
MBA;2005;2
MBA;2006;1
MBA;2007;1
MBA;2008;0
MBA;2009;0
MBA;2010;0
MBA;2011;0
MBA;2012;0
MBA;2013;0
MBA;2014;0
MBA;2015;0
MBA;2016;0
MBA;2017;0
MBA;2018;0
MBA;2019;0
MBA;2020;0
