 

stn;time;hns000y0
CHD;1958;251
CHD;1959;244
CHD;1960;181
CHD;1961;162
CHD;1962;450
CHD;1963;221
CHD;1964;112
CHD;1965;439
CHD;1966;417
CHD;1967;284
CHD;1968;511
CHD;1969;285
CHD;1970;432
CHD;1971;253
CHD;1972;181
CHD;1973;362
CHD;1974;319
CHD;1975;210
CHD;1976;324
CHD;1977;342
CHD;1978;301
CHD;1979;367
CHD;1980;391
CHD;1981;426
CHD;1982;194
CHD;1983;190
CHD;1984;337
CHD;1985;331
CHD;1986;409
CHD;1987;308
CHD;1988;474
CHD;1989;137
CHD;1990;254
CHD;1991;177
CHD;1992;155
CHD;1993;267
CHD;1994;149
CHD;1995;364
CHD;1996;235
CHD;1997;113
CHD;1998;247
CHD;1999;461
CHD;2000;164
CHD;2001;175
CHD;2002;84
CHD;2003;258
CHD;2004;185
CHD;2005;283
CHD;2006;153
CHD;2007;198
CHD;2008;207
CHD;2009;270
CHD;2010;201
CHD;2011;173
CHD;2012;242
CHD;2013;291
CHD;2014;203
CHD;2015;184
CHD;2016;227
CHD;2017;312
CHD;2018;87
CHD;2019;219
CHD;2020;165
