 

stn;time;rhs150m0
BRW;191811;84.9
BRW;191812;533.7
BRW;191901;69.3
BRW;191902;149.7
BRW;191903;163.3
BRW;191904;198.3
BRW;191905;128.8
BRW;191906;178.1
BRW;191907;202.6
BRW;191908;91.1
BRW;191909;96.3
BRW;191910;129.7
BRW;191911;250.2
BRW;191912;483.3
BRW;192001;278.0
BRW;192002;66.9
BRW;192003;65.3
BRW;192004;124.7
BRW;192005;163.2
BRW;192006;126.0
BRW;192007;272.7
BRW;192008;109.5
BRW;192009;248.5
BRW;192010;5.8
BRW;192011;6.2
BRW;192012;68.0
BRW;192101;211.6
BRW;192102;17.2
BRW;192103;34.4
BRW;192104;97.8
BRW;192105;67.3
BRW;192106;275.4
BRW;192107;61.5
BRW;192108;176.9
BRW;192109;160.6
BRW;192110;66.4
BRW;192111;200.8
BRW;192112;99.9
BRW;192201;346.9
BRW;192202;183.2
BRW;192203;195.0
BRW;192204;247.6
BRW;192205;83.3
BRW;192206;205.6
BRW;192207;278.1
BRW;192208;230.6
BRW;192209;234.8
BRW;192210;124.4
BRW;192211;212.5
BRW;192212;181.3
BRW;192301;119.0
BRW;192302;155.4
BRW;192303;51.8
BRW;192304;108.9
BRW;192305;134.5
BRW;192306;149.8
BRW;192307;139.6
BRW;192308;189.0
BRW;192309;133.3
BRW;192310;166.9
BRW;192311;130.8
BRW;192312;452.2
BRW;192401;94.3
BRW;192402;62.1
BRW;192403;25.4
BRW;192404;178.5
BRW;192405;224.2
BRW;192406;212.2
BRW;192407;285.9
BRW;192408;260.8
BRW;192409;152.9
BRW;192410;172.1
BRW;192411;40.6
BRW;192412;81.3
BRW;192501;53.5
BRW;192502;79.1
BRW;192503;82.5
BRW;192504;142.8
BRW;192505;93.4
BRW;192506;96.4
BRW;192507;179.4
BRW;192508;291.4
BRW;192509;207.0
BRW;192510;97.9
BRW;192511;117.9
BRW;192512;299.8
BRW;192601;182.5
BRW;192602;124.8
BRW;192603;205.2
BRW;192604;115.8
BRW;192605;327.1
BRW;192606;287.7
BRW;192607;277.5
BRW;192608;122.3
BRW;192609;59.9
BRW;192610;179.5
BRW;192611;196.2
BRW;192612;210.6
BRW;192701;193.4
BRW;192702;72.6
BRW;192703;204.9
BRW;192704;277.0
BRW;192705;96.9
BRW;192706;284.3
BRW;192707;314.2
BRW;192708;300.1
BRW;192709;290.6
BRW;192710;29.4
BRW;192711;49.5
BRW;192712;46.7
BRW;192801;147.3
BRW;192802;331.8
BRW;192803;85.5
BRW;192804;146.5
BRW;192805;184.4
BRW;192806;177.2
BRW;192807;78.5
BRW;192808;261.3
BRW;192809;91.2
BRW;192810;204.4
