 

stn;time;hns000mx
RAG;195901;17
RAG;195902;1
RAG;195903;0
RAG;195904;0
RAG;195905;0
RAG;195906;0
RAG;195907;0
RAG;195908;0
RAG;195909;0
RAG;195910;0
RAG;195911;8
RAG;195912;1
RAG;196001;7
RAG;196002;4
RAG;196003;0
RAG;196004;0
RAG;196005;0
RAG;196006;0
RAG;196007;0
RAG;196008;0
RAG;196009;0
RAG;196010;0
RAG;196011;0
RAG;196012;4
RAG;196101;11
RAG;196102;12
RAG;196103;8
RAG;196104;0
RAG;196105;0
RAG;196106;0
RAG;196107;0
RAG;196108;0
RAG;196109;0
RAG;196110;0
RAG;196111;7
RAG;196112;1
RAG;196201;11
RAG;196202;17
RAG;196203;4
RAG;196204;0
RAG;196205;0
RAG;196206;0
RAG;196207;0
RAG;196208;0
RAG;196209;0
RAG;196210;0
RAG;196211;1
RAG;196212;18
RAG;196301;15
RAG;196302;9
RAG;196303;2
RAG;196304;0
RAG;196305;0
RAG;196306;0
RAG;196307;0
RAG;196308;0
RAG;196309;0
RAG;196310;0
RAG;196311;0
RAG;196312;1
RAG;196401;8
RAG;196402;10
RAG;196403;10
RAG;196404;1
RAG;196405;0
RAG;196406;0
RAG;196407;0
RAG;196408;0
RAG;196409;0
RAG;196410;0
RAG;196411;17
RAG;196412;18
RAG;196501;8
RAG;196502;20
RAG;196503;6
RAG;196504;0
RAG;196505;0
RAG;196506;0
RAG;196507;0
RAG;196508;0
RAG;196509;0
RAG;196510;0
RAG;196511;12
RAG;196512;11
RAG;196601;6
RAG;196602;0
RAG;196603;21
RAG;196604;0
RAG;196605;4
RAG;196606;0
RAG;196607;0
RAG;196608;0
RAG;196609;0
RAG;196610;0
RAG;196611;26
RAG;196612;23
RAG;196701;20
RAG;196702;3
RAG;196703;9
RAG;196704;2
RAG;196705;5
RAG;196706;0
RAG;196707;0
RAG;196708;0
RAG;196709;0
RAG;196710;0
RAG;196711;1
RAG;196712;21
RAG;196801;35
RAG;196802;6
RAG;196803;16
RAG;196804;0
RAG;196805;0
RAG;196806;0
RAG;196807;0
RAG;196808;0
RAG;196809;0
RAG;196810;0
RAG;196811;5
RAG;196812;16
RAG;196901;18
RAG;196902;14
RAG;196903;0
RAG;196904;8
RAG;196905;0
RAG;196906;0
RAG;196907;0
RAG;196908;0
RAG;196909;0
RAG;196910;0
RAG;196911;7
RAG;196912;23
RAG;197001;5
RAG;197002;21
RAG;197003;10
RAG;197004;15
RAG;197005;0
RAG;197006;0
RAG;197007;0
RAG;197008;0
RAG;197009;0
RAG;197010;0
RAG;197011;2
RAG;197012;12
RAG;197101;2
RAG;197102;26
RAG;197103;12
RAG;197104;0
RAG;197105;0
RAG;197106;0
RAG;197107;0
RAG;197108;0
RAG;197109;0
RAG;197110;0
RAG;197111;8
RAG;197112;17
RAG;197201;4
RAG;197202;0
RAG;197203;0
RAG;197204;3
RAG;197205;0
RAG;197206;0
RAG;197207;0
RAG;197208;0
RAG;197209;0
RAG;197210;7
RAG;197211;13
RAG;197212;0
RAG;197301;13
RAG;197302;24
RAG;197303;7
RAG;197304;14
RAG;197305;0
RAG;197306;0
RAG;197307;0
RAG;197308;0
RAG;197309;0
RAG;197310;0
RAG;197311;28
RAG;197312;10
RAG;197401;8
RAG;197402;35
RAG;197403;2
RAG;197404;0
RAG;197405;0
RAG;197406;0
RAG;197407;0
RAG;197408;0
RAG;197409;0
RAG;197410;11
RAG;197411;7
RAG;197412;7
RAG;197501;0
