 

stn;time;tnd00xy0
BRL;1965;51
BRL;1966;37
BRL;1967;32
BRL;1968;42
BRL;1969;60
BRL;1970;44
BRL;1971;49
BRL;1972;33
BRL;1973;68
BRL;1974;20
BRL;1975;23
BRL;1976;37
BRL;1977;40
BRL;1978;41
BRL;1979;42
BRL;1980;47
BRL;1981;49
BRL;1982;21
BRL;1983;36
BRL;1984;42
BRL;1985;53
BRL;1986;41
BRL;1987;51
BRL;1988;39
BRL;1989;9
BRL;1990;26
BRL;1991;38
BRL;1992;29
BRL;1993;34
BRL;1994;18
BRL;1995;28
BRL;1996;37
BRL;1997;23
