 

stn;time;fu3010m1
SCM;199302;55.8
SCM;199303;49.7
SCM;199304;71.6
SCM;199305;86.8
SCM;199306;58.0
SCM;199307;83.2
SCM;199308;73.1
SCM;199309;68.0
SCM;199310;57.6
SCM;199311;73.1
SCM;199312;83.2
SCM;199401;106.9
SCM;199402;64.1
SCM;199403;76.7
SCM;199404;66.6
SCM;199405;55.8
SCM;199406;106.6
SCM;199407;67.0
SCM;199408;71.3
SCM;199409;61.9
SCM;199410;54.7
SCM;199411;35.3
SCM;199412;61.9
SCM;199501;109.1
SCM;199502;87.1
SCM;199503;63.7
SCM;199504;55.1
SCM;199505;57.6
SCM;199506;47.5
SCM;199507;78.1
SCM;199508;58.3
SCM;199509;90.4
SCM;199510;31.7
SCM;199511;70.2
SCM;199512;54.7
SCM;199601;37.8
SCM;199602;61.9
SCM;199603;43.9
SCM;199604;74.2
SCM;199605;74.2
SCM;199606;77.8
SCM;199607;80.3
SCM;199608;79.6
SCM;199609;49.7
SCM;199610;76.3
SCM;199611;70.9
SCM;199612;52.6
SCM;199701;27.0
SCM;199702;92.9
SCM;199703;63.4
SCM;199704;51.1
SCM;199705;70.9
SCM;199706;59.4
SCM;199707;105.5
SCM;199708;64.1
SCM;199709;42.5
SCM;199710;57.6
SCM;199711;70.2
SCM;199712;73.8
SCM;199801;82.8
SCM;199802;37.8
SCM;199803;79.9
