 

stn;time;rhs150m0
SIO;186404;13.3
SIO;186405;67.9
SIO;186406;92.5
SIO;186407;35.6
SIO;186408;31.7
SIO;186409;16.3
SIO;186410;26.5
SIO;186411;63.9
SIO;186412;0.0
SIO;186501;59.2
SIO;186502;44.3
SIO;186503;22.8
SIO;186504;0.0
SIO;186505;31.1
SIO;186506;19.1
SIO;186507;35.5
SIO;186508;80.8
SIO;186509;0.0
SIO;186510;68.7
SIO;186511;32.5
SIO;186512;41.8
SIO;186601;45.3
SIO;186602;132.0
SIO;186603;49.5
SIO;186604;59.1
SIO;186605;75.8
SIO;186606;14.9
SIO;186607;45.1
SIO;186608;142.6
SIO;186609;81.0
SIO;186610;24.5
SIO;186611;74.2
SIO;186612;76.6
SIO;186701;141.0
SIO;186702;70.3
SIO;186703;110.3
SIO;186704;82.5
SIO;186705;27.6
SIO;186706;29.7
SIO;186707;41.0
SIO;186708;10.8
SIO;186709;33.3
SIO;186710;93.2
SIO;186711;7.0
SIO;186712;76.3
SIO;186801;67.2
SIO;186802;0.0
SIO;186803;50.0
SIO;186804;67.7
SIO;186805;15.9
SIO;186806;54.5
SIO;186807;16.3
SIO;186808;45.9
SIO;186809;23.2
SIO;186810;46.5
SIO;186811;11.9
SIO;186812;146.2
SIO;186901;6.0
SIO;186902;32.9
SIO;186903;61.4
SIO;186904;3.0
SIO;186905;33.1
SIO;186906;32.2
SIO;186907;21.1
SIO;186908;32.9
SIO;186909;39.6
SIO;186910;32.1
SIO;186911;119.4
SIO;186912;30.4
SIO;187001;11.1
SIO;187002;9.9
SIO;187003;40.7
SIO;187004;7.9
SIO;187005;3.4
SIO;187006;15.9
SIO;187007;33.4
SIO;187008;42.3
SIO;187009;39.3
SIO;187010;210.2
SIO;187011;58.0
SIO;187012;28.1
SIO;187101;20.1
SIO;187102;14.0
SIO;187103;25.1
SIO;187104;77.6
SIO;187105;2.0
SIO;187106;29.5
SIO;187107;32.1
SIO;187108;48.9
SIO;187109;84.5
SIO;187110;159.7
SIO;187111;22.0
SIO;187112;0.1
SIO;187201;28.2
SIO;187202;42.3
SIO;187203;38.3
SIO;187204;22.7
SIO;187205;116.1
SIO;187206;71.9
SIO;187207;117.2
SIO;187208;119.1
SIO;187209;14.6
SIO;187210;167.1
SIO;187211;58.4
SIO;187212;124.2
SIO;187301;128.7
SIO;187302;11.6
SIO;187303;102.7
SIO;187304;32.3
SIO;187305;68.9
SIO;187306;18.6
SIO;187307;120.2
SIO;187308;92.9
SIO;187309;20.8
SIO;187310;56.4
SIO;187311;41.6
SIO;187312;13.1
SIO;187401;4.8
SIO;187402;2.0
SIO;187403;7.3
SIO;187404;40.0
SIO;187405;31.0
SIO;187406;41.5
SIO;187407;62.5
SIO;187408;54.3
SIO;187409;13.9
SIO;187410;69.8
SIO;187411;238.1
SIO;187412;95.5
SIO;187501;108.7
SIO;187502;23.9
SIO;187503;0.6
SIO;187504;15.4
SIO;187505;32.3
SIO;187506;49.4
SIO;187507;102.5
SIO;187508;88.3
SIO;187509;47.8
SIO;187510;46.0
SIO;187511;173.8
SIO;187512;1.6
SIO;187601;3.4
SIO;187602;97.2
SIO;187603;167.9
SIO;187604;49.5
SIO;187605;41.9
SIO;187606;35.1
SIO;187607;36.8
SIO;187608;43.4
SIO;187609;100.2
SIO;187610;12.1
SIO;187611;41.4
SIO;187612;115.9
SIO;187701;40.4
SIO;187702;132.4
SIO;187703;52.6
SIO;187704;36.8
SIO;187705;83.9
SIO;187706;10.4
SIO;187707;88.8
SIO;187708;58.0
SIO;187709;10.6
SIO;187710;23.8
SIO;187711;91.3
SIO;187712;57.5
SIO;187801;26.1
SIO;187802;17.7
SIO;187803;22.3
SIO;187804;88.2
SIO;187805;59.5
SIO;187806;83.3
SIO;187807;27.5
SIO;187808;108.3
SIO;187809;0.0
SIO;187810;63.6
SIO;187811;26.6
SIO;187812;87.2
SIO;187901;54.2
SIO;187902;68.3
SIO;187903;11.3
SIO;187904;35.8
SIO;187905;95.0
SIO;187906;67.7
SIO;187907;91.0
SIO;187908;47.4
SIO;187909;54.1
SIO;187910;51.5
