 

stn;time;rsd700y0
AIE;1881;1
AIE;1882;0
AIE;1883;0
AIE;1884;0
AIE;1885;0
AIE;1886;0
AIE;1887;0
AIE;1888;0
AIE;1889;0
AIE;1890;0
AIE;1891;0
AIE;1892;0
AIE;1893;0
AIE;1894;0
AIE;1895;1
AIE;1896;0
AIE;1897;0
AIE;1898;0
AIE;1899;0
AIE;1900;0
AIE;1901;0
AIE;1902;0
AIE;1903;0
AIE;1904;0
AIE;1905;0
AIE;1906;0
AIE;1907;0
AIE;1908;0
AIE;1909;0
AIE;1910;0
AIE;1911;0
AIE;1912;0
AIE;1913;0
AIE;1914;0
AIE;1915;0
AIE;1916;0
AIE;1917;0
AIE;1918;0
AIE;1919;0
AIE;1920;0
AIE;1921;0
AIE;1922;0
AIE;1923;0
AIE;1924;0
AIE;1925;0
AIE;1926;0
AIE;1927;0
AIE;1928;0
AIE;1929;0
AIE;1930;0
AIE;1931;0
AIE;1932;0
AIE;1933;0
AIE;1934;0
AIE;1935;0
AIE;1936;0
AIE;1937;0
AIE;1938;0
AIE;1939;0
AIE;1940;0
AIE;1941;0
AIE;1942;0
AIE;1943;0
AIE;1944;0
AIE;1945;0
AIE;1946;0
AIE;1947;0
AIE;1948;0
AIE;1949;0
AIE;1950;0
AIE;1951;0
AIE;1952;0
AIE;1953;0
AIE;1954;0
AIE;1955;0
AIE;1956;0
AIE;1957;0
AIE;1958;0
AIE;1959;0
AIE;1960;0
AIE;1961;0
AIE;1962;0
AIE;1963;0
AIE;1964;0
AIE;1965;0
AIE;1966;0
AIE;1967;0
AIE;1968;0
AIE;1969;0
AIE;1970;0
AIE;1971;0
AIE;1972;1
AIE;1973;0
AIE;1974;0
AIE;1975;0
AIE;1976;0
AIE;1977;0
AIE;1978;0
AIE;1979;0
AIE;1980;0
AIE;1981;1
AIE;1982;1
AIE;1983;0
AIE;1984;0
AIE;1985;0
AIE;1986;0
AIE;1987;0
AIE;1988;0
AIE;1989;0
AIE;1990;0
AIE;1991;0
AIE;1992;0
AIE;1993;0
AIE;1994;0
AIE;1995;0
AIE;1996;0
AIE;1997;0
AIE;1998;0
AIE;1999;0
AIE;2000;0
AIE;2001;0
AIE;2002;0
AIE;2003;0
AIE;2004;0
AIE;2005;0
AIE;2006;1
AIE;2007;0
AIE;2008;0
AIE;2009;0
AIE;2010;1
AIE;2011;0
AIE;2012;0
AIE;2013;1
AIE;2014;0
