 

stn;time;rhh150mx
DLSTO;200409;5.0
DLSTO;200410;6.1
DLSTO;200411;4.3
DLSTO;200412;2.5
DLSTO;200501;7.2
DLSTO;200502;3.0
DLSTO;200503;5.6
DLSTO;200504;4.2
DLSTO;200505;7.7
DLSTO;200506;3.8
DLSTO;200507;11.8
DLSTO;200508;14.1
DLSTO;200509;9.8
DLSTO;200510;3.8
DLSTO;200511;3.5
DLSTO;200512;3.4
DLSTO;200601;2.3
DLSTO;200602;1.5
DLSTO;200603;4.5
DLSTO;200604;6.1
DLSTO;200605;12.4
DLSTO;200606;6.5
DLSTO;200607;19.4
DLSTO;200608;7.9
DLSTO;200609;15.6
DLSTO;200610;4.6
DLSTO;200611;3.3
DLSTO;200612;2.5
DLSTO;200701;3.1
DLSTO;200702;3.1
DLSTO;200703;1.9
DLSTO;200704;2.2
DLSTO;200705;7.5
DLSTO;200706;15.0
DLSTO;200707;14.6
DLSTO;200708;13.1
DLSTO;200709;5.9
DLSTO;200710;1.7
DLSTO;200711;6.8
DLSTO;200712;3.2
DLSTO;200801;4.1
DLSTO;200802;3.1
DLSTO;200803;-
DLSTO;200804;11.3
DLSTO;200805;5.8
DLSTO;200806;7.1
DLSTO;200807;11.4
DLSTO;200808;8.9
DLSTO;200809;11.9
DLSTO;200810;3.6
DLSTO;200811;5.2
DLSTO;200812;3.6
DLSTO;200901;2.2
DLSTO;200902;4.1
DLSTO;200903;3.3
DLSTO;200904;3.8
DLSTO;200905;9.5
DLSTO;200906;5.9
DLSTO;200907;5.9
DLSTO;200908;4.3
DLSTO;200909;7.5
DLSTO;200910;5.6
DLSTO;200911;4.7
DLSTO;200912;3.7
DLSTO;201001;2.1
DLSTO;201002;1.7
DLSTO;201003;2.9
DLSTO;201004;1.9
DLSTO;201005;6.2
DLSTO;201006;5.7
DLSTO;201007;14.9
DLSTO;201008;9.8
DLSTO;201009;7.5
DLSTO;201010;4.3
DLSTO;201011;5.2
DLSTO;201012;3.7
DLSTO;201101;3.2
DLSTO;201102;1.3
DLSTO;201103;2.9
DLSTO;201104;7.6
DLSTO;201105;8.2
DLSTO;201106;19.7
DLSTO;201107;14.6
DLSTO;201108;10.3
DLSTO;201109;4.9
DLSTO;201110;9.5
DLSTO;201111;0.5
DLSTO;201112;3.1
DLSTO;201201;6.3
DLSTO;201202;2.3
DLSTO;201203;3.3
DLSTO;201204;4.6
DLSTO;201205;6.2
DLSTO;201206;12.8
DLSTO;201207;7.6
DLSTO;201208;9.3
DLSTO;201209;6.1
DLSTO;201210;5.2
DLSTO;201211;4.0
DLSTO;201212;4.1
