 

stn;time;fu3010m1
WSLISB;200209;40.7
WSLISB;200210;63.0
WSLISB;200211;40.7
WSLISB;200212;31.7
WSLISB;200301;49.7
WSLISB;200302;49.7
WSLISB;200303;45.0
WSLISB;200304;58.7
WSLISB;200305;31.7
WSLISB;200306;27.0
WSLISB;200307;31.7
WSLISB;200308;36.0
WSLISB;200309;31.7
WSLISB;200310;49.7
WSLISB;200311;36.0
WSLISB;200312;49.7
WSLISB;200401;45.0
WSLISB;200402;67.7
WSLISB;200403;45.0
WSLISB;200404;40.7
WSLISB;200405;31.7
WSLISB;200406;36.0
WSLISB;200407;27.0
WSLISB;200408;40.7
WSLISB;200409;36.0
WSLISB;200410;22.7
WSLISB;200411;67.7
WSLISB;200412;45.0
WSLISB;200501;54.0
WSLISB;200502;49.7
WSLISB;200503;36.0
WSLISB;200504;45.0
WSLISB;200505;45.0
